line_code,line_label_en,line_label_zh,obs_month,retrieved_at,source_doc,source_url,value_ntd_mn,vintage
real_estate,Real estate investments,不動產投資,1987-06-01,2026-09-04T03:44:00.446902+00:00,"CBC Statistical Database API, item EF67M01 (life insurance companies' assets and liabilities, monthly)",https://cpx.cbc.gov.tw/API/DataAPI/Get?FileName=EF67M01,31312,2026-07-01
claims_on_fin,Claims on financial institutions,對金融機構債權,1987-06-01,2026-09-04T03:44:00.446902+00:00,"CBC Statistical Database API, item EF67M01 (life insurance companies' assets and liabilities, monthly)",https://cpx.cbc.gov.tw/API/DataAPI/Get?FileName=EF67M01,14650,2026-07-01
cash_in_vaults,Cash in vaults,庫存現金,1987-06-01,2026-09-04T03:44:00.446902+00:00,"CBC Statistical Database API, item EF67M01 (life insurance companies' assets and liabilities, monthly)",https://cpx.cbc.gov.tw/API/DataAPI/Get?FileName=EF67M01,122,2026-07-01
other_assets,Other assets,其他資產,1987-06-01,2026-09-04T03:44:00.446902+00:00,"CBC Statistical Database API, item EF67M01 (life insurance companies' assets and liabilities, monthly)",https://cpx.cbc.gov.tw/API/DataAPI/Get?FileName=EF67M01,24878,2026-07-01
total_assets,Total assets = total liabilities and equity,資產合計,1987-06-01,2026-09-04T03:44:00.446902+00:00,"CBC Statistical Database API, item EF67M01 (life insurance companies' assets and liabilities, monthly)",https://cpx.cbc.gov.tw/API/DataAPI/Get?FileName=EF67M01,147199,2026-07-01
life_and_ic_liabilities,Life insurance and investment contract liabilities,人壽保險與投資合約負債,1987-06-01,2026-09-04T03:44:00.446902+00:00,"CBC Statistical Database API, item EF67M01 (life insurance companies' assets and liabilities, monthly)",https://cpx.cbc.gov.tw/API/DataAPI/Get?FileName=EF67M01,147198,2026-07-01
other_liabilities,Other liabilities,其他負債,1987-06-01,2026-09-04T03:44:00.446902+00:00,"CBC Statistical Database API, item EF67M01 (life insurance companies' assets and liabilities, monthly)",https://cpx.cbc.gov.tw/API/DataAPI/Get?FileName=EF67M01,1,2026-07-01
loans,Loans,放款,1987-07-01,2026-09-04T03:44:00.446902+00:00,"CBC Statistical Database API, item EF67M01 (life insurance companies' assets and liabilities, monthly)",https://cpx.cbc.gov.tw/API/DataAPI/Get?FileName=EF67M01,42631,2026-07-01
portfolio_nonfin_total,"Portfolio investments in entities excluding financial institutions, subtotal",對非金融機構證券投資 計,1987-07-01,2026-09-04T03:44:00.446902+00:00,"CBC Statistical Database API, item EF67M01 (life insurance companies' assets and liabilities, monthly)",https://cpx.cbc.gov.tw/API/DataAPI/Get?FileName=EF67M01,35852,2026-07-01
portfolio_nonfin_govt,Government agencies,政府機關,1987-07-01,2026-09-04T03:44:00.446902+00:00,"CBC Statistical Database API, item EF67M01 (life insurance companies' assets and liabilities, monthly)",https://cpx.cbc.gov.tw/API/DataAPI/Get?FileName=EF67M01,5334,2026-07-01
portfolio_nonfin_govt_ent,Government enterprises,公營事業,1987-07-01,2026-09-04T03:44:00.446902+00:00,"CBC Statistical Database API, item EF67M01 (life insurance companies' assets and liabilities, monthly)",https://cpx.cbc.gov.tw/API/DataAPI/Get?FileName=EF67M01,1955,2026-07-01
portfolio_nonfin_private,Private enterprises,民營企業,1987-07-01,2026-09-04T03:44:00.446902+00:00,"CBC Statistical Database API, item EF67M01 (life insurance companies' assets and liabilities, monthly)",https://cpx.cbc.gov.tw/API/DataAPI/Get?FileName=EF67M01,28563,2026-07-01
portfolio_fin,Portfolio investments in financial institutions,對金融機構證券投資,1987-07-01,2026-09-04T03:44:00.446902+00:00,"CBC Statistical Database API, item EF67M01 (life insurance companies' assets and liabilities, monthly)",https://cpx.cbc.gov.tw/API/DataAPI/Get?FileName=EF67M01,484,2026-07-01
real_estate,Real estate investments,不動產投資,1987-07-01,2026-09-04T03:44:00.446902+00:00,"CBC Statistical Database API, item EF67M01 (life insurance companies' assets and liabilities, monthly)",https://cpx.cbc.gov.tw/API/DataAPI/Get?FileName=EF67M01,32289,2026-07-01
claims_on_fin,Claims on financial institutions,對金融機構債權,1987-07-01,2026-09-04T03:44:00.446902+00:00,"CBC Statistical Database API, item EF67M01 (life insurance companies' assets and liabilities, monthly)",https://cpx.cbc.gov.tw/API/DataAPI/Get?FileName=EF67M01,14217,2026-07-01
cash_in_vaults,Cash in vaults,庫存現金,1987-07-01,2026-09-04T03:44:00.446902+00:00,"CBC Statistical Database API, item EF67M01 (life insurance companies' assets and liabilities, monthly)",https://cpx.cbc.gov.tw/API/DataAPI/Get?FileName=EF67M01,118,2026-07-01
other_assets,Other assets,其他資產,1987-07-01,2026-09-04T03:44:00.446902+00:00,"CBC Statistical Database API, item EF67M01 (life insurance companies' assets and liabilities, monthly)",https://cpx.cbc.gov.tw/API/DataAPI/Get?FileName=EF67M01,25251,2026-07-01
total_assets,Total assets = total liabilities and equity,資產合計,1987-07-01,2026-09-04T03:44:00.446902+00:00,"CBC Statistical Database API, item EF67M01 (life insurance companies' assets and liabilities, monthly)",https://cpx.cbc.gov.tw/API/DataAPI/Get?FileName=EF67M01,150842,2026-07-01
life_and_ic_liabilities,Life insurance and investment contract liabilities,人壽保險與投資合約負債,1987-07-01,2026-09-04T03:44:00.446902+00:00,"CBC Statistical Database API, item EF67M01 (life insurance companies' assets and liabilities, monthly)",https://cpx.cbc.gov.tw/API/DataAPI/Get?FileName=EF67M01,150841,2026-07-01
other_liabilities,Other liabilities,其他負債,1987-07-01,2026-09-04T03:44:00.446902+00:00,"CBC Statistical Database API, item EF67M01 (life insurance companies' assets and liabilities, monthly)",https://cpx.cbc.gov.tw/API/DataAPI/Get?FileName=EF67M01,1,2026-07-01
loans,Loans,放款,1987-08-01,2026-09-04T03:44:00.446902+00:00,"CBC Statistical Database API, item EF67M01 (life insurance companies' assets and liabilities, monthly)",https://cpx.cbc.gov.tw/API/DataAPI/Get?FileName=EF67M01,44138,2026-07-01
portfolio_nonfin_total,"Portfolio investments in entities excluding financial institutions, subtotal",對非金融機構證券投資 計,1987-08-01,2026-09-04T03:44:00.446902+00:00,"CBC Statistical Database API, item EF67M01 (life insurance companies' assets and liabilities, monthly)",https://cpx.cbc.gov.tw/API/DataAPI/Get?FileName=EF67M01,36684,2026-07-01
portfolio_nonfin_govt,Government agencies,政府機關,1987-08-01,2026-09-04T03:44:00.446902+00:00,"CBC Statistical Database API, item EF67M01 (life insurance companies' assets and liabilities, monthly)",https://cpx.cbc.gov.tw/API/DataAPI/Get?FileName=EF67M01,4920,2026-07-01
portfolio_nonfin_govt_ent,Government enterprises,公營事業,1987-08-01,2026-09-04T03:44:00.446902+00:00,"CBC Statistical Database API, item EF67M01 (life insurance companies' assets and liabilities, monthly)",https://cpx.cbc.gov.tw/API/DataAPI/Get?FileName=EF67M01,2145,2026-07-01
portfolio_nonfin_private,Private enterprises,民營企業,1987-08-01,2026-09-04T03:44:00.446902+00:00,"CBC Statistical Database API, item EF67M01 (life insurance companies' assets and liabilities, monthly)",https://cpx.cbc.gov.tw/API/DataAPI/Get?FileName=EF67M01,29619,2026-07-01
portfolio_fin,Portfolio investments in financial institutions,對金融機構證券投資,1987-08-01,2026-09-04T03:44:00.446902+00:00,"CBC Statistical Database API, item EF67M01 (life insurance companies' assets and liabilities, monthly)",https://cpx.cbc.gov.tw/API/DataAPI/Get?FileName=EF67M01,605,2026-07-01
real_estate,Real estate investments,不動產投資,1987-08-01,2026-09-04T03:44:00.446902+00:00,"CBC Statistical Database API, item EF67M01 (life insurance companies' assets and liabilities, monthly)",https://cpx.cbc.gov.tw/API/DataAPI/Get?FileName=EF67M01,33219,2026-07-01
claims_on_fin,Claims on financial institutions,對金融機構債權,1987-08-01,2026-09-04T03:44:00.446902+00:00,"CBC Statistical Database API, item EF67M01 (life insurance companies' assets and liabilities, monthly)",https://cpx.cbc.gov.tw/API/DataAPI/Get?FileName=EF67M01,13761,2026-07-01
cash_in_vaults,Cash in vaults,庫存現金,1987-08-01,2026-09-04T03:44:00.446902+00:00,"CBC Statistical Database API, item EF67M01 (life insurance companies' assets and liabilities, monthly)",https://cpx.cbc.gov.tw/API/DataAPI/Get?FileName=EF67M01,143,2026-07-01
other_assets,Other assets,其他資產,1987-08-01,2026-09-04T03:44:00.446902+00:00,"CBC Statistical Database API, item EF67M01 (life insurance companies' assets and liabilities, monthly)",https://cpx.cbc.gov.tw/API/DataAPI/Get?FileName=EF67M01,25980,2026-07-01
total_assets,Total assets = total liabilities and equity,資產合計,1987-08-01,2026-09-04T03:44:00.446902+00:00,"CBC Statistical Database API, item EF67M01 (life insurance companies' assets and liabilities, monthly)",https://cpx.cbc.gov.tw/API/DataAPI/Get?FileName=EF67M01,154530,2026-07-01
life_and_ic_liabilities,Life insurance and investment contract liabilities,人壽保險與投資合約負債,1987-08-01,2026-09-04T03:44:00.446902+00:00,"CBC Statistical Database API, item EF67M01 (life insurance companies' assets and liabilities, monthly)",https://cpx.cbc.gov.tw/API/DataAPI/Get?FileName=EF67M01,154530,2026-07-01
loans,Loans,放款,1987-09-01,2026-09-04T03:44:00.446902+00:00,"CBC Statistical Database API, item EF67M01 (life insurance companies' assets and liabilities, monthly)",https://cpx.cbc.gov.tw/API/DataAPI/Get?FileName=EF67M01,44108,2026-07-01
portfolio_nonfin_total,"Portfolio investments in entities excluding financial institutions, subtotal",對非金融機構證券投資 計,1987-09-01,2026-09-04T03:44:00.446902+00:00,"CBC Statistical Database API, item EF67M01 (life insurance companies' assets and liabilities, monthly)",https://cpx.cbc.gov.tw/API/DataAPI/Get?FileName=EF67M01,39871,2026-07-01
portfolio_nonfin_govt,Government agencies,政府機關,1987-09-01,2026-09-04T03:44:00.446902+00:00,"CBC Statistical Database API, item EF67M01 (life insurance companies' assets and liabilities, monthly)",https://cpx.cbc.gov.tw/API/DataAPI/Get?FileName=EF67M01,5772,2026-07-01
portfolio_nonfin_govt_ent,Government enterprises,公營事業,1987-09-01,2026-09-04T03:44:00.446902+00:00,"CBC Statistical Database API, item EF67M01 (life insurance companies' assets and liabilities, monthly)",https://cpx.cbc.gov.tw/API/DataAPI/Get?FileName=EF67M01,2346,2026-07-01
portfolio_nonfin_private,Private enterprises,民營企業,1987-09-01,2026-09-04T03:44:00.446902+00:00,"CBC Statistical Database API, item EF67M01 (life insurance companies' assets and liabilities, monthly)",https://cpx.cbc.gov.tw/API/DataAPI/Get?FileName=EF67M01,31753,2026-07-01
portfolio_fin,Portfolio investments in financial institutions,對金融機構證券投資,1987-09-01,2026-09-04T03:44:00.446902+00:00,"CBC Statistical Database API, item EF67M01 (life insurance companies' assets and liabilities, monthly)",https://cpx.cbc.gov.tw/API/DataAPI/Get?FileName=EF67M01,960,2026-07-01
real_estate,Real estate investments,不動產投資,1987-09-01,2026-09-04T03:44:00.446902+00:00,"CBC Statistical Database API, item EF67M01 (life insurance companies' assets and liabilities, monthly)",https://cpx.cbc.gov.tw/API/DataAPI/Get?FileName=EF67M01,33631,2026-07-01
claims_on_fin,Claims on financial institutions,對金融機構債權,1987-09-01,2026-09-04T03:44:00.446902+00:00,"CBC Statistical Database API, item EF67M01 (life insurance companies' assets and liabilities, monthly)",https://cpx.cbc.gov.tw/API/DataAPI/Get?FileName=EF67M01,14734,2026-07-01
cash_in_vaults,Cash in vaults,庫存現金,1987-09-01,2026-09-04T03:44:00.446902+00:00,"CBC Statistical Database API, item EF67M01 (life insurance companies' assets and liabilities, monthly)",https://cpx.cbc.gov.tw/API/DataAPI/Get?FileName=EF67M01,35,2026-07-01
other_assets,Other assets,其他資產,1987-09-01,2026-09-04T03:44:00.446902+00:00,"CBC Statistical Database API, item EF67M01 (life insurance companies' assets and liabilities, monthly)",https://cpx.cbc.gov.tw/API/DataAPI/Get?FileName=EF67M01,25261,2026-07-01
total_assets,Total assets = total liabilities and equity,資產合計,1987-09-01,2026-09-04T03:44:00.446902+00:00,"CBC Statistical Database API, item EF67M01 (life insurance companies' assets and liabilities, monthly)",https://cpx.cbc.gov.tw/API/DataAPI/Get?FileName=EF67M01,158600,2026-07-01
life_and_ic_liabilities,Life insurance and investment contract liabilities,人壽保險與投資合約負債,1987-09-01,2026-09-04T03:44:00.446902+00:00,"CBC Statistical Database API, item EF67M01 (life insurance companies' assets and liabilities, monthly)",https://cpx.cbc.gov.tw/API/DataAPI/Get?FileName=EF67M01,158599,2026-07-01
other_liabilities,Other liabilities,其他負債,1987-09-01,2026-09-04T03:44:00.446902+00:00,"CBC Statistical Database API, item EF67M01 (life insurance companies' assets and liabilities, monthly)",https://cpx.cbc.gov.tw/API/DataAPI/Get?FileName=EF67M01,1,2026-07-01
loans,Loans,放款,1987-10-01,2026-09-04T03:44:00.446902+00:00,"CBC Statistical Database API, item EF67M01 (life insurance companies' assets and liabilities, monthly)",https://cpx.cbc.gov.tw/API/DataAPI/Get?FileName=EF67M01,45870,2026-07-01
portfolio_nonfin_total,"Portfolio investments in entities excluding financial institutions, subtotal",對非金融機構證券投資 計,1987-10-01,2026-09-04T03:44:00.446902+00:00,"CBC Statistical Database API, item EF67M01 (life insurance companies' assets and liabilities, monthly)",https://cpx.cbc.gov.tw/API/DataAPI/Get?FileName=EF67M01,41180,2026-07-01
portfolio_nonfin_govt,Government agencies,政府機關,1987-10-01,2026-09-04T03:44:00.446902+00:00,"CBC Statistical Database API, item EF67M01 (life insurance companies' assets and liabilities, monthly)",https://cpx.cbc.gov.tw/API/DataAPI/Get?FileName=EF67M01,5617,2026-07-01
portfolio_nonfin_govt_ent,Government enterprises,公營事業,1987-10-01,2026-09-04T03:44:00.446902+00:00,"CBC Statistical Database API, item EF67M01 (life insurance companies' assets and liabilities, monthly)",https://cpx.cbc.gov.tw/API/DataAPI/Get?FileName=EF67M01,2205,2026-07-01
portfolio_nonfin_private,Private enterprises,民營企業,1987-10-01,2026-09-04T03:44:00.446902+00:00,"CBC Statistical Database API, item EF67M01 (life insurance companies' assets and liabilities, monthly)",https://cpx.cbc.gov.tw/API/DataAPI/Get?FileName=EF67M01,33358,2026-07-01
portfolio_fin,Portfolio investments in financial institutions,對金融機構證券投資,1987-10-01,2026-09-04T03:44:00.446902+00:00,"CBC Statistical Database API, item EF67M01 (life insurance companies' assets and liabilities, monthly)",https://cpx.cbc.gov.tw/API/DataAPI/Get?FileName=EF67M01,863,2026-07-01
real_estate,Real estate investments,不動產投資,1987-10-01,2026-09-04T03:44:00.446902+00:00,"CBC Statistical Database API, item EF67M01 (life insurance companies' assets and liabilities, monthly)",https://cpx.cbc.gov.tw/API/DataAPI/Get?FileName=EF67M01,34527,2026-07-01
claims_on_fin,Claims on financial institutions,對金融機構債權,1987-10-01,2026-09-04T03:44:00.446902+00:00,"CBC Statistical Database API, item EF67M01 (life insurance companies' assets and liabilities, monthly)",https://cpx.cbc.gov.tw/API/DataAPI/Get?FileName=EF67M01,14274,2026-07-01
cash_in_vaults,Cash in vaults,庫存現金,1987-10-01,2026-09-04T03:44:00.446902+00:00,"CBC Statistical Database API, item EF67M01 (life insurance companies' assets and liabilities, monthly)",https://cpx.cbc.gov.tw/API/DataAPI/Get?FileName=EF67M01,38,2026-07-01
other_assets,Other assets,其他資產,1987-10-01,2026-09-04T03:44:00.446902+00:00,"CBC Statistical Database API, item EF67M01 (life insurance companies' assets and liabilities, monthly)",https://cpx.cbc.gov.tw/API/DataAPI/Get?FileName=EF67M01,25552,2026-07-01
total_assets,Total assets = total liabilities and equity,資產合計,1987-10-01,2026-09-04T03:44:00.446902+00:00,"CBC Statistical Database API, item EF67M01 (life insurance companies' assets and liabilities, monthly)",https://cpx.cbc.gov.tw/API/DataAPI/Get?FileName=EF67M01,162304,2026-07-01
life_and_ic_liabilities,Life insurance and investment contract liabilities,人壽保險與投資合約負債,1987-10-01,2026-09-04T03:44:00.446902+00:00,"CBC Statistical Database API, item EF67M01 (life insurance companies' assets and liabilities, monthly)",https://cpx.cbc.gov.tw/API/DataAPI/Get?FileName=EF67M01,162304,2026-07-01
loans,Loans,放款,1987-11-01,2026-09-04T03:44:00.446902+00:00,"CBC Statistical Database API, item EF67M01 (life insurance companies' assets and liabilities, monthly)",https://cpx.cbc.gov.tw/API/DataAPI/Get?FileName=EF67M01,47060,2026-07-01
portfolio_nonfin_total,"Portfolio investments in entities excluding financial institutions, subtotal",對非金融機構證券投資 計,1987-11-01,2026-09-04T03:44:00.446902+00:00,"CBC Statistical Database API, item EF67M01 (life insurance companies' assets and liabilities, monthly)",https://cpx.cbc.gov.tw/API/DataAPI/Get?FileName=EF67M01,42489,2026-07-01
portfolio_nonfin_govt,Government agencies,政府機關,1987-11-01,2026-09-04T03:44:00.446902+00:00,"CBC Statistical Database API, item EF67M01 (life insurance companies' assets and liabilities, monthly)",https://cpx.cbc.gov.tw/API/DataAPI/Get?FileName=EF67M01,5898,2026-07-01
portfolio_nonfin_govt_ent,Government enterprises,公營事業,1987-11-01,2026-09-04T03:44:00.446902+00:00,"CBC Statistical Database API, item EF67M01 (life insurance companies' assets and liabilities, monthly)",https://cpx.cbc.gov.tw/API/DataAPI/Get?FileName=EF67M01,3202,2026-07-01
portfolio_nonfin_private,Private enterprises,民營企業,1987-11-01,2026-09-04T03:44:00.446902+00:00,"CBC Statistical Database API, item EF67M01 (life insurance companies' assets and liabilities, monthly)",https://cpx.cbc.gov.tw/API/DataAPI/Get?FileName=EF67M01,33389,2026-07-01
portfolio_fin,Portfolio investments in financial institutions,對金融機構證券投資,1987-11-01,2026-09-04T03:44:00.446902+00:00,"CBC Statistical Database API, item EF67M01 (life insurance companies' assets and liabilities, monthly)",https://cpx.cbc.gov.tw/API/DataAPI/Get?FileName=EF67M01,872,2026-07-01
real_estate,Real estate investments,不動產投資,1987-11-01,2026-09-04T03:44:00.446902+00:00,"CBC Statistical Database API, item EF67M01 (life insurance companies' assets and liabilities, monthly)",https://cpx.cbc.gov.tw/API/DataAPI/Get?FileName=EF67M01,36502,2026-07-01
claims_on_fin,Claims on financial institutions,對金融機構債權,1987-11-01,2026-09-04T03:44:00.446902+00:00,"CBC Statistical Database API, item EF67M01 (life insurance companies' assets and liabilities, monthly)",https://cpx.cbc.gov.tw/API/DataAPI/Get?FileName=EF67M01,14967,2026-07-01
cash_in_vaults,Cash in vaults,庫存現金,1987-11-01,2026-09-04T03:44:00.446902+00:00,"CBC Statistical Database API, item EF67M01 (life insurance companies' assets and liabilities, monthly)",https://cpx.cbc.gov.tw/API/DataAPI/Get?FileName=EF67M01,45,2026-07-01
other_assets,Other assets,其他資產,1987-11-01,2026-09-04T03:44:00.446902+00:00,"CBC Statistical Database API, item EF67M01 (life insurance companies' assets and liabilities, monthly)",https://cpx.cbc.gov.tw/API/DataAPI/Get?FileName=EF67M01,24095,2026-07-01
total_assets,Total assets = total liabilities and equity,資產合計,1987-11-01,2026-09-04T03:44:00.446902+00:00,"CBC Statistical Database API, item EF67M01 (life insurance companies' assets and liabilities, monthly)",https://cpx.cbc.gov.tw/API/DataAPI/Get?FileName=EF67M01,166030,2026-07-01
life_and_ic_liabilities,Life insurance and investment contract liabilities,人壽保險與投資合約負債,1987-11-01,2026-09-04T03:44:00.446902+00:00,"CBC Statistical Database API, item EF67M01 (life insurance companies' assets and liabilities, monthly)",https://cpx.cbc.gov.tw/API/DataAPI/Get?FileName=EF67M01,166031,2026-07-01
other_liabilities,Other liabilities,其他負債,1987-11-01,2026-09-04T03:44:00.446902+00:00,"CBC Statistical Database API, item EF67M01 (life insurance companies' assets and liabilities, monthly)",https://cpx.cbc.gov.tw/API/DataAPI/Get?FileName=EF67M01,-1,2026-07-01
loans,Loans,放款,1987-12-01,2026-09-04T03:44:00.446902+00:00,"CBC Statistical Database API, item EF67M01 (life insurance companies' assets and liabilities, monthly)",https://cpx.cbc.gov.tw/API/DataAPI/Get?FileName=EF67M01,44529,2026-07-01
portfolio_nonfin_total,"Portfolio investments in entities excluding financial institutions, subtotal",對非金融機構證券投資 計,1987-12-01,2026-09-04T03:44:00.446902+00:00,"CBC Statistical Database API, item EF67M01 (life insurance companies' assets and liabilities, monthly)",https://cpx.cbc.gov.tw/API/DataAPI/Get?FileName=EF67M01,44303,2026-07-01
portfolio_nonfin_govt,Government agencies,政府機關,1987-12-01,2026-09-04T03:44:00.446902+00:00,"CBC Statistical Database API, item EF67M01 (life insurance companies' assets and liabilities, monthly)",https://cpx.cbc.gov.tw/API/DataAPI/Get?FileName=EF67M01,7667,2026-07-01
portfolio_nonfin_govt_ent,Government enterprises,公營事業,1987-12-01,2026-09-04T03:44:00.446902+00:00,"CBC Statistical Database API, item EF67M01 (life insurance companies' assets and liabilities, monthly)",https://cpx.cbc.gov.tw/API/DataAPI/Get?FileName=EF67M01,2294,2026-07-01
portfolio_nonfin_private,Private enterprises,民營企業,1987-12-01,2026-09-04T03:44:00.446902+00:00,"CBC Statistical Database API, item EF67M01 (life insurance companies' assets and liabilities, monthly)",https://cpx.cbc.gov.tw/API/DataAPI/Get?FileName=EF67M01,34342,2026-07-01
portfolio_fin,Portfolio investments in financial institutions,對金融機構證券投資,1987-12-01,2026-09-04T03:44:00.446902+00:00,"CBC Statistical Database API, item EF67M01 (life insurance companies' assets and liabilities, monthly)",https://cpx.cbc.gov.tw/API/DataAPI/Get?FileName=EF67M01,3450,2026-07-01
real_estate,Real estate investments,不動產投資,1987-12-01,2026-09-04T03:44:00.446902+00:00,"CBC Statistical Database API, item EF67M01 (life insurance companies' assets and liabilities, monthly)",https://cpx.cbc.gov.tw/API/DataAPI/Get?FileName=EF67M01,42785,2026-07-01
claims_on_fin,Claims on financial institutions,對金融機構債權,1987-12-01,2026-09-04T03:44:00.446902+00:00,"CBC Statistical Database API, item EF67M01 (life insurance companies' assets and liabilities, monthly)",https://cpx.cbc.gov.tw/API/DataAPI/Get?FileName=EF67M01,14984,2026-07-01
cash_in_vaults,Cash in vaults,庫存現金,1987-12-01,2026-09-04T03:44:00.446902+00:00,"CBC Statistical Database API, item EF67M01 (life insurance companies' assets and liabilities, monthly)",https://cpx.cbc.gov.tw/API/DataAPI/Get?FileName=EF67M01,159,2026-07-01
other_assets,Other assets,其他資產,1987-12-01,2026-09-04T03:44:00.446902+00:00,"CBC Statistical Database API, item EF67M01 (life insurance companies' assets and liabilities, monthly)",https://cpx.cbc.gov.tw/API/DataAPI/Get?FileName=EF67M01,39426,2026-07-01
