Date,BondCode,ShortName,Issuer,IssuingDate,MaturityDate,Tenor,CurrencyDenomination,AmountOfIssuance,Coupon,IRR,EarlyRedemption,NonCallPeriodYearxCallFrequencyYear,SecuritiesUnderwriterOrFinancialConsultingCompany,LiquidityProvider,ISIN,BondDatabase
20260905,F02806,P16ESUN1,玉山商業銀行股份有限公司,20160122,20460122,30,USD,240000000,0,4.88,Applicable,7.000 x 5.000,HSBC Bank(Taiwan)LtdPresident SecuritiesYuanta Securities Co,Not Applicatible,TW000F028063,https://mopsov.twse.com.tw/mops/web/t120sg01?TYPEK=&bond_id=F02806&bond_kind=3&bond_subn=%24M00000003&bond_yrn=105-1&come=2&encodeURIComponent=1&firstin=true&issuer_stock_code=5847&monyr_reg=202609&pg=&step=0&tg=
20260905,F02711,P16MS1,Morgan Stanley,20160129,20460129,30,USD,150000000,0,4.75,Not Applicable,Not Applicable,MasterLink,Not Applicatible,XS1158158573,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0015&MONYR_REG=201601&BOND_ID=F02711&KIND=A
20260905,F04106,P16LLOY1,Lloyds Bank PLC,20160203,20460203,30,USD,360000000,0,4.6,Applicable,8.000 x 1.000,Cathay United BankE.SUN Bank,Not Applicatible,XS1350943400,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0028&MONYR_REG=201602&BOND_ID=F04106&KIND=A
20260905,F02715,P16MS5,Morgan Stanley,20160321,20460321,30,USD,110000000,0,4.8,Not Applicable,Not Applicable,E.SUN BankYuanta Securities Co,Not Applicatible,XS1270665158,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0015&MONYR_REG=201603&BOND_ID=F02715&KIND=A
20260905,F00558,P16EIB1,European Investment Bank,20160420,20460420,30,USD,200000000,0,3.24,Applicable,5.000 x 1.000,National SecuritiesSinoPac Securities,SinoPac Securities,XS1386391939,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0079&MONYR_REG=201604&BOND_ID=F00558&KIND=A
20260905,F08503,P16RABO2,Cooperatieve Rabobank U.A.,20160420,20460420,30,USD,260000000,0,4.25,Applicable,6.000 x 6.000,E.SUN BankSinoPac Securities,E.SUN Bank,XS1390429055,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0062&MONYR_REG=201604&BOND_ID=F08503&KIND=A
20260905,F02716,P16MS6,Morgan Stanley,20160505,20460505,30,USD,300000000,0,4.55,Applicable,3.000 x 0.000,Capital SecuritiesChinatrust BankE.SUN Bank,E.SUN Bank&lt;br&gt;Chinatrust Bank&lt;br&gt;Capital Securities,XS1401969750,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0015&MONYR_REG=201604&BOND_ID=F02716&KIND=A
20260905,F09802,P16MUFGB2,MUFG Bank Ltd.,20160509,20460509,30,USD,285000000,0,4.1,Applicable,5.000 x 5.000,MasterLinkTaipei Fubon Bank,Taipei Fubon Bank&lt;br&gt;Taishin Securities,XS1401785511,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0074&MONYR_REG=201605&BOND_ID=F09802&KIND=A
20260905,F02808,P16ESUN3,玉山商業銀行股份有限公司,20160606,20460606,30,USD,95000000,0,4.21,Applicable,7.000 x 5.000,HSBC Bank(Taiwan)LtdYuanta Securities Co,Yuanta Securities Co,TW000F028089,https://mopsov.twse.com.tw/mops/web/t120sg01?TYPEK=&bond_id=F02808&bond_kind=3&bond_subn=%24M00000001&bond_yrn=105-3&come=2&encodeURIComponent=1&firstin=true&issuer_stock_code=5847&monyr_reg=202609&pg=&step=0&tg=
20260905,F00906,P16BNP1,BNP PARIBAS,20160607,20460607,30,USD,461000000,0,4,Applicable,7.000 x 1.000,Bank of TaiwanE.SUN BankMega BankTaipei Fubon Bank,Taipei Fubon Bank,XS1419879090,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0002&MONYR_REG=201606&BOND_ID=F00906&KIND=A
20260905,F04107,P16LLOY2,Lloyds Bank PLC,20160613,20460613,30,USD,300000000,0,4.25,Applicable,8.000 x 1.000,E.SUN BankMega Bank,E.SUN Bank,XS1422940442,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0028&MONYR_REG=201606&BOND_ID=F04107&KIND=A
20260905,F05806,P16RBCLB3,Royal Bank of Canada London Branch,20160803,20460803,30,USD,300000000,0,3.55,Applicable,2.000 x 5.000,Yuanta Securities Co,Yuanta Securities Co,XS1452412940,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0040&MONYR_REG=201608&BOND_ID=F05806&KIND=A
20260905,F09906,P16BNS6,The Bank Of Nova Scotia,20160809,20460809,30,USD,150000000,0,3.63,Applicable,5.000 x 1.000,KGI Securities,KGI Securities,XS1456657797,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0075&MONYR_REG=201608&BOND_ID=F09906&KIND=A
20260905,F06503,P16MHSC1,Mizuho Securities Co. Ltd.,20160810,20460810,30,USD,250000000,0,3.7,Applicable,5.000 x 1.000,Cathay United BankE.SUN Bank,E.SUN Bank,XS1453549518,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0046&MONYR_REG=201608&BOND_ID=F06503&KIND=A
20260905,F05807,P16RBCLB4,Royal Bank of Canada London Branch,20160815,20460815,30,USD,255000000,0,3.6,Applicable,2.000 x 5.000,KGI Securities,KGI Securities,XS1459820814,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0040&MONYR_REG=201608&BOND_ID=F05807&KIND=A
20260905,F03804,P16UOB1,United Overseas Bank Limited,20160825,20460825,30,USD,60000000,0,3.35,Applicable,5.000 x 2.000,Yuanta Securities Co,Yuanta Securities Co,XS1471996519,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0025&MONYR_REG=201608&BOND_ID=F03804&KIND=A
20260905,F11001,P16SANTA1,Santander International Products PLC,20160907,20460907,30,USD,250000000,0,4,Applicable,7.000 x 7.000,Yuanta Securities Co,Yuanta Securities Co,XS1475343296,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0087&MONYR_REG=201609&BOND_ID=F11001&KIND=A
20260905,F09803,P16MUFGB3,MUFG Bank Ltd.,20160926,20460926,30,USD,310000000,0,3.5,Applicable,5.000 x 5.000,MasterLinkTaipei Fubon Bank,Taishin Securities,XS1490218762,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0074&MONYR_REG=201609&BOND_ID=F09803&KIND=A
20260905,F09302,P16EDF1A,Electricite de France,20161021,20461021,30,USD,491000000,4.650,0,Not Applicable,Not Applicable,BANK SINOPACHSBC Bank(Taiwan)LtdMasterLinkStandard Chartered,Standard Chartered,FR0013210978,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0070&MONYR_REG=201610&BOND_ID=F09302&KIND=A
20260905,F02732,P17MS8,Morgan Stanley,20171127,20461127,29,USD,72000000,0,4.35,Applicable,6.000 x 0.000,KGI SecuritiesYuanta Securities Co,Yuanta Securities Co,XS1538856219,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0015&MONYR_REG=201711&BOND_ID=F02732&KIND=A
20260905,F03805,P16UOB2,United Overseas Bank Limited,20161129,20461129,30,USD,49000000,0,3.51,Applicable,5.000 x 1.000,KGI SecuritiesYuanta Securities Co,KGI Securities,XS1520641017,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0025&MONYR_REG=201611&BOND_ID=F03805&KIND=A
20260905,F00559,P16EIB2,European Investment Bank,20161213,20461213,30,USD,130000000,0,3.7,Applicable,6.000 x 1.000,National SecuritiesSinoPac Securities,SinoPac Securities,XS1525845126,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0079&MONYR_REG=201612&BOND_ID=F00559&KIND=A
20260905,F11002,P17SANTA1,Santander International Products PLC,20170123,20470123,30,USD,400000000,0,4.53,Applicable,10.000 x 10.000,E.SUN BankYuanta Securities Co,Yuanta Securities Co,XS1548894937,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0087&MONYR_REG=201701&BOND_ID=F11002&KIND=A
20260905,F04108,P17LLOY1,Lloyds Bank PLC,20170124,20470124,30,USD,260000000,0,4.3,Applicable,6.000 x 1.000,E.SUN Bank,E.SUN Bank,XS1549578554,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0028&MONYR_REG=201701&BOND_ID=F04108&KIND=A
20260905,F11601,P17ADCB1,ADCB Finance (Cayman) Limited,20170207,20470207,30,USD,750000000,0,4.85,Applicable,6.000 x 6.000,E.SUN BankMasterLink,Taishin Securities,XS1551340380,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0093&MONYR_REG=201702&BOND_ID=F11601&KIND=A
20260905,F02726,P17MS2,Morgan Stanley,20170209,20470209,30,USD,250000000,0,4.5,Applicable,5.000 x 0.000,Chinatrust BankTaipei Fubon BankYuanta Securities Co,Yuanta Securities Co,XS1414138484,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0015&MONYR_REG=201702&BOND_ID=F02726&KIND=A
20260905,F11801,P17SMFG1,SUMITOMO MITSUI FINANCIAL GROUP INC.,20170302,20470302,30,USD,470000000,4.300,0,Applicable,10.000 x 5.000,Chinatrust BankKGI Securities,KGI Securities,XS1564404850,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0095&MONYR_REG=201703&BOND_ID=F11801&KIND=A
20260905,F11901,P17CMZB1,COMMERZBANK Aktiengesellschaft,20170308,20470308,30,USD,125000000,0,4.8,Applicable,10.000 x 0.000,Cathay United BankKGI Securities,KGI Securities,XS1572409354,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0096&MONYR_REG=201703&BOND_ID=F11901&KIND=A
20260905,F09602,P17VOD1,Vodafone Group Plc,20170309,20470309,30,USD,370000000,5.350,0,Not Applicable,Not Applicable,DeutscheBankAGTPE,DeutscheBankAGTPE,XS1569814863,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0072&MONYR_REG=201703&BOND_ID=F09602&KIND=A
20260905,F12101,P17NRWB1,NRW.BANK,20170322,20470322,30,USD,250000000,0,4,Applicable,2.000 x 5.000,E.SUN Bank,E.SUN Bank,XS1559930497,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0098&MONYR_REG=201703&BOND_ID=F12101&KIND=A
20260905,F08005,P17BAC1,Bank of America Corporation,20170328,20470328,30,USD,241000000,0,4.8,Applicable,5.250 x 1.000,KGI Securities,KGI Securities,XS1584009101,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0057&MONYR_REG=201703&BOND_ID=F08005&KIND=A
20260905,F16008,P22UBSGP1,UBS Group AG,20220329,20470329,25,USD,80000000,0,4.02,Applicable,5.000 x 1.000,MasterLinkNational SecuritiesSinoPac Securities,SinoPac Securities,CH1167887269,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0130&MONYR_REG=202203&BOND_ID=F16008&KIND=A
20260905,F02727,P17MS3,Morgan Stanley,20170505,20470505,30,USD,200000000,0,4.5,Applicable,5.000 x 0.000,Cathay United BankMasterLink,Taishin Securities,XS1270661595,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0015&MONYR_REG=201705&BOND_ID=F02727&KIND=A
20260905,F02811,P17ESUN1,玉山商業銀行股份有限公司,20170519,20470519,30,USD,60000000,0,4.1,Applicable,5.000 x 1.000,E.SUN Banksell the bond itself,Yuanta Securities Co,TW000F028113,https://mopsov.twse.com.tw/mops/web/t120sg01?TYPEK=&bond_id=F02811&bond_kind=3&bond_subn=%24M00000001&bond_yrn=106-1&come=2&encodeURIComponent=1&firstin=true&issuer_stock_code=5847&monyr_reg=202609&pg=&step=0&tg=
20260905,F12501,P17BSP1,永豐商業銀行股份有限公司,20170519,20470519,30,USD,45000000,0,4.5,Applicable,5.000 x 1.000,National SecuritiesSinoPac Securities,SinoPac Securities,TW000F125018,https://mopsov.twse.com.tw/mops/web/t120sg01?TYPEK=&bond_id=F12501&bond_kind=3&bond_subn=%24M00000001&bond_yrn=106-2&come=2&encodeURIComponent=1&firstin=true&issuer_stock_code=5849&monyr_reg=202608&pg=&step=0&tg=
20260905,F04312,P17NIF1,Nomura International Funding Pte. Ltd.,20170519,20470519,30,USD,190000000,0,4.55,Applicable,5.000 x 1.000,E.SUN BankNational SecuritiesSinoPac SecuritiesYuanta Securities Co,SinoPac Securities,XS1608395973,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0030&MONYR_REG=201705&BOND_ID=F04312&KIND=A
20260905,F12601,P17AIA1,AIA Group Limited,20170523,20470523,30,USD,500000000,4.470,0,Applicable,5.000 x 1.000,ANZ Bank(Taiwan)Citibank Taiwan Ltd.DeutscheBankAGTPEHSBC Bank(Taiwan)Ltd,DeutscheBankAGTPE,XS1612943735,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0101&MONYR_REG=201705&BOND_ID=F12601&KIND=A
20260905,F01117,P17CITI4,Citigroup Inc,20170523,20470523,30,USD,290000000,0,4.57,Applicable,5.000 x 1.000,E.SUN BankNational SecuritiesSinoPac Securities,E.SUN Bank,XS1273452521,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0004&MONYR_REG=201705&BOND_ID=F01117&KIND=A
20260905,F03204,P17BACR2,Barclays Bank PLC,20170526,20470526,30,USD,310000000,0,4.5,Applicable,5.000 x 1.000,KGI SecuritiesSinoPac Securities,SinoPac Securities,XS1556072202,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0019&MONYR_REG=201705&BOND_ID=F03204&KIND=A
20260905,F02919,P17GS2,The Goldman Sachs Group Inc.,20170602,20470602,30,USD,180000000,0,4.6,Applicable,5.000 x 1.000,Cathay United BankE.SUN BankFubon SeuritiesKGI Securities,KGI Securities,XS1610711704,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0016&MONYR_REG=201705&BOND_ID=F02919&KIND=A
20260905,F02424,P17DBSG2,Deutsche Bank Aktiengesellschaft Singapore Branch,20170606,20470606,30,USD,350000000,0,5,Applicable,5.000 x 1.000,Capital SecuritiesDeutscheBankAGTPEE.SUN BankSinoPac SecuritiesTaipei Fubon Bank,DeutscheBankAGTPE,XS1618340928,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0012&MONYR_REG=201706&BOND_ID=F02424&KIND=A
20260905,F08006,P17BAC2,Bank of America Corporation,20170620,20470620,30,USD,475000000,0,4.45,Applicable,5.000 x 1.000,HSBC Bank(Taiwan)LtdKGI Securities,KGI Securities,XS1629659647,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0057&MONYR_REG=201706&BOND_ID=F08006&KIND=A
20260905,F04015,P17JPMC2,JPMorgan Chase &amp; Co.,20170621,20470621,30,USD,130000000,0,4.35,Applicable,5.000 x 1.000,Cathay United BankE.SUN Bank,E.SUN Bank,XS1451190570,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0027&MONYR_REG=201706&BOND_ID=F04015&KIND=A
20260905,F09806,P17MUFGB3,MUFG Bank Ltd.,20170621,20470621,30,USD,130000000,0,4.15,Applicable,5.000 x 3.000,E.SUN BankMasterLinkTaipei Fubon Bank,Taishin Securities,XS1631313589,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0074&MONYR_REG=201706&BOND_ID=F09806&KIND=A
20260905,F02728,P17MS4,Morgan Stanley,20170622,20470622,30,USD,125000000,0,4.45,Applicable,6.000 x 0.000,MasterLinkYuanta Securities Co,Taishin Securities,XS1270660431,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0015&MONYR_REG=201706&BOND_ID=F02728&KIND=A
20260905,F01118,P17CITI5,Citigroup Inc,20170623,20470623,30,USD,400000000,0,4.5,Applicable,5.000 x 1.000,E.SUN BankYuanta Securities Co,E.SUN Bank,XS1273460383,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0004&MONYR_REG=201706&BOND_ID=F01118&KIND=A
20260905,F04313,P17NIF2,Nomura International Funding Pte. Ltd.,20170630,20470630,30,USD,200000000,0,4.42,Applicable,5.000 x 1.000,E.SUN BankNational SecuritiesSinoPac Securities,SinoPac Securities,XS1633048993,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0030&MONYR_REG=201706&BOND_ID=F04313&KIND=A
20260905,F08708,P17BBVA4,BBVA Global Markets B.V.,20170703,20470703,30,USD,50000000,0,4.45,Applicable,5.000 x 1.000,E.SUN BankKGI Securities,E.SUN Bank,XS1634359779,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0064&MONYR_REG=201707&BOND_ID=F08708&KIND=A
20260905,F09907,P17BNS1,The Bank Of Nova Scotia,20170705,20470705,30,USD,100000000,0,4.22,Applicable,5.000 x 1.000,KGI Securities,KGI Securities,XS1635459859,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0075&MONYR_REG=201707&BOND_ID=F09907&KIND=A
20260905,F05416,P17NATIX3,Natixis,20170713,20470713,30,USD,420000000,0,4.3,Applicable,7.000 x 1.000,Capital SecuritiesChinatrust BankE.SUN BankKGI BankKGI SecuritiesTaipei Fubon BankYuanta Securities Co,E.SUN Bank,XS1535169954,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0037&MONYR_REG=201707&BOND_ID=F05416&KIND=A
20260905,F12801,P17CFE1,Comision Federal de Electricidad,20170713,20470713,30,USD,750000000,5.150,0,Not Applicable,Not Applicable,E.SUN BankHSBC Bank(Taiwan)Ltd,E.SUN Bank,XS1638817996,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0103&MONYR_REG=201707&BOND_ID=F12801&KIND=A
20260905,F08709,P17BBVA5,BBVA Global Markets B.V.,20170718,20470718,30,USD,75000000,0,4.53,Applicable,5.000 x 2.000,KGI SecuritiesTaipei Fubon Bank,Taipei Fubon Bank,XS1643618454,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0064&MONYR_REG=201707&BOND_ID=F08709&KIND=A
20260905,F05206,P17MBB1,Malayan Banking Berhad,20170726,20470726,30,USD,203000000,0,4.4,Applicable,5.000 x 1.000,KGI SecuritiesTaipei Fubon BankYuanta Securities Co,KGI Securities,XS1645864056,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0034&MONYR_REG=201707&BOND_ID=F05206&KIND=A
20260905,F11603,P17ADCB3,ADCB Finance (Cayman) Limited,20170726,20470726,30,USD,320000000,0,4.8,Applicable,5.000 x 5.000,E.SUN Bank,E.SUN Bank,XS1645765667,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0093&MONYR_REG=201707&BOND_ID=F11603&KIND=A
20260905,F10603,P17CIBC1,Canadian Imperial Bank of Commerce,20170731,20470731,30,USD,300000000,0,4.2,Applicable,5.000 x 1.000,Cathay United BankTaipei Fubon Bank,Cathay United Bank,XS1646520921,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0083&MONYR_REG=201707&BOND_ID=F10603&KIND=A
20260905,F12202,P17NAB2,National Australia Bank Limited (ABN 12 004 044 937),20170801,20470801,30,USD,655000000,0,4.275,Applicable,5.000 x 5.000,Cathay United BankTaipei Fubon BankYuanta Securities Co,Cathay United Bank,XS1649627418,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0099&MONYR_REG=201708&BOND_ID=F12202&KIND=A
20260905,F01119,P17CITI6,Citigroup Inc,20170810,20470810,30,USD,266000000,0,4.41,Applicable,5.000 x 1.000,Cathay United BankE.SUN BankTaipei Fubon Bank,E.SUN Bank,XS1273515897,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0004&MONYR_REG=201708&BOND_ID=F01119&KIND=A
20260905,F01120,P17CITI7,Citigroup Inc,20170810,20470810,30,USD,115000000,0,4.4,Applicable,6.000 x 1.000,E.SUN BankTaipei Fubon Bank,E.SUN Bank,XS1273512365,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0004&MONYR_REG=201708&BOND_ID=F01120&KIND=A
20260905,F02920,P17GS3,The Goldman Sachs Group Inc.,20170810,20470810,30,USD,240000000,0,4.35,Applicable,5.000 x 1.000,E.SUN BankFubon SeuritiesKGI Securities,KGI Securities,XS1610708155,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0016&MONYR_REG=201708&BOND_ID=F02920&KIND=A
20260905,F08903,P17INTEL1,Intel Corporation,20170814,20470814,30,USD,640000000,4.100,0,Applicable,5.000 x 1.000,DeutscheBankAGTPE,DeutscheBankAGTPE,XS1661884400,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0066&MONYR_REG=201708&BOND_ID=F08903&KIND=A
20260905,F02730,P17MS6,Morgan Stanley,20170822,20470822,30,USD,140000000,0,4.3,Applicable,6.000 x 0.000,Chinatrust BankE.SUN Bank,E.SUN Bank,XS1538857373,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0015&MONYR_REG=201708&BOND_ID=F02730&KIND=A
20260905,F02729,P17MS5,Morgan Stanley,20170822,20470822,30,USD,105000000,0,4.3,Applicable,7.000 x 0.000,Chinatrust BankE.SUN Bank,E.SUN Bank,XS1538857027,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0015&MONYR_REG=201708&BOND_ID=F02729&KIND=A
20260905,F03205,P17BACR3,Barclays Bank PLC,20170824,20470824,30,USD,500000000,0,4.4,Applicable,5.000 x 1.000,National SecuritiesSinoPac SecuritiesYuanta Securities Co,Yuanta Securities Co,XS1599646632,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0019&MONYR_REG=201708&BOND_ID=F03205&KIND=A
20260905,F02731,P17MS7,Morgan Stanley,20170829,20470829,30,USD,250000000,0,4.4,Applicable,10.000 x 0.000,Chinatrust BankMasterLink,Taishin Securities,XS1538858181,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0015&MONYR_REG=201708&BOND_ID=F02731&KIND=A
20260905,F08007,P17BAC3,Bank of America Corporation,20170901,20470901,30,USD,710000000,0,4.375,Applicable,5.000 x 1.000,HSBC Bank(Taiwan)LtdKGI Securities,KGI Securities,XS1668834077,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0057&MONYR_REG=201709&BOND_ID=F08007&KIND=A
20260905,F04016,P17JPMC3,JPMorgan Chase &amp; Co.,20170905,20470905,30,USD,158000000,0,4.3,Applicable,12.000 x 1.000,E.SUN Bank,E.SUN Bank,XS1451187782,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0027&MONYR_REG=201709&BOND_ID=F04016&KIND=A
20260905,F09807,P17MUFGB4,MUFG Bank Ltd.,20170908,20470908,30,USD,162000000,0,4.1,Applicable,5.000 x 3.000,MasterLinkTaipei Fubon Bank,Taishin Securities,XS1675765595,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0074&MONYR_REG=201709&BOND_ID=F09807&KIND=A
