Date,BondCode,ShortName,Issuer,IssuingDate,MaturityDate,Tenor,CurrencyDenomination,AmountOfIssuance,Coupon,IRR,EarlyRedemption,NonCallPeriodYearxCallFrequencyYear,SecuritiesUnderwriterOrFinancialConsultingCompany,LiquidityProvider,ISIN,BondDatabase
20260905,F16603,P21ADCBU2,Abu Dhabi Commercial Bank PJSC,20210907,20260907,5,USD,285000000,1.720,0,Not Applicable,Not Applicable,Capital SecuritiesChinatrust BankKGI BankMega BankPresident SecuritiesSinoPac SecuritiesStandard CharteredTaipei Fubon BankTaishin InternatonalYuanta Securities Co,Taipei Fubon Bank,XS2376921016,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0136&MONYR_REG=202109&BOND_ID=F16603&KIND=A
20260905,F17901,P21BCI1,Banco de Credito e Inversiones,20210924,20260924,5,USD,133000000,1.885,0,Not Applicable,Not Applicable,Bank of TaiwanCACIB TaipeiSinoPac SecuritiesStandard CharteredTaipei Fubon BankTaishin Internatonal,Taipei Fubon Bank,XS2384719667,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0147&MONYR_REG=202109&BOND_ID=F17901&KIND=A
20260905,F02244,P19SG5,Societe Generale,20191002,20261002,7,USD,55000000,2.650,0,Not Applicable,Not Applicable,Bank of TaiwanCathay United BankE.SUN BankSG Securities TaipeiSinoPac Securities,SinoPac Securities,XS2027857197,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0010&MONYR_REG=201909&BOND_ID=F02244&KIND=A
20260905,F18101,P21SCOCH1,Scotiabank Chile,20211110,20261110,5,USD,125000000,2.160,0,Not Applicable,Not Applicable,CACIB TaipeiKGI BankSinoPac SecuritiesStandard CharteredTaipei Fubon BankTaishin InternatonalYuanta Securities Co,Taipei Fubon Bank,XS2401677948,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0149&MONYR_REG=202111&BOND_ID=F18101&KIND=A
20260905,F01017,P19KEXIM3,The Export-Import Bank of Korea,20191127,20261127,7,ZAR,600000000,8.430,0,Not Applicable,Not Applicable,Chinatrust BankE.SUN BankKGI BankSG Securities Taipei,E.SUN Bank,XS2081570355,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0003&MONYR_REG=201911&BOND_ID=F01017&KIND=A
20260905,F16902,P21PMH1,Phu My Hung Development Corporation,20211229,20261229,5,USD,150000000,2.000,0,Not Applicable,Not Applicable,Cathay United BankChinatrust BankCooperative BankMega BankTaipei Fubon Bank,Taipei Fubon Bank,TW000F169024,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0138&MONYR_REG=202112&BOND_ID=F16902&KIND=A
20260905,F18301,P22SBILD1,State Bank of India acting through its London branch,20220126,20270126,5,USD,300000000,2.490,0,Not Applicable,Not Applicable,CACIB TaipeiCitibank Taiwan Ltd.HSBC Bank(Taiwan)LtdKGI SecuritiesSinoPac SecuritiesStandard CharteredTaishin Internatonal,SinoPac Securities,XS2432299449,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0151&MONYR_REG=202201&BOND_ID=F18301&KIND=A
20260905,F13722,P20MSF3,Morgan Stanley Finance LLC,20200313,20270313,7,CNY,580000000,3.000,0,Not Applicable,Not Applicable,E.SUN Banksell the bond itself,Taishin Securities,XS1906334385,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0111&MONYR_REG=202003&BOND_ID=F13722&KIND=A
20260905,F02252,P20SG6,Societe Generale,20200826,20270826,7,ZAR,520000000,6.750,0,Applicable,3.000 x 1.000,Bank of TaiwanE.SUN BankNational SecuritiesSinoPac Securities,SinoPac Securities,XS2174519061,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0010&MONYR_REG=202008&BOND_ID=F02252&KIND=A
20260905,F15311,P21GSFCI8,Goldman Sachs Finance Corp International Ltd,20210827,20270827,6,USD,40000000,0.7578,0,Not Applicable,Not Applicable,E.SUN BankMega Bank,E.SUN Bank,XS2114071587,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0124&MONYR_REG=202108&BOND_ID=F15311&KIND=A
20260905,F18701,P22JPCFC1,JPMorgan Chase Financial Company LLC,20220920,20270920,5,USD,148000000,2.8987,0,Not Applicable,Not Applicable,E.SUN BankMega BankYuanta Securities Co,E.SUN Bank,XS1450710899,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0154&MONYR_REG=202209&BOND_ID=F18701&KIND=A
20260905,F02634,P20CACIB7,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,20200922,20270922,7,ZAR,560000000,6.420,0,Applicable,3.000 x 1.000,Bank of TaiwanChinatrust BankE.SUN Bank,Chinatrust Bank,XS1996644685,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0014&MONYR_REG=202009&BOND_ID=F02634&KIND=A
20260905,F02254,P20SG8,Societe Generale,20200923,20270923,7,ZAR,430000000,6.750,0,Applicable,4.000 x 1.000,Bank of TaiwanE.SUN BankSinoPac Securities,SinoPac Securities,XS2176033400,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0010&MONYR_REG=202009&BOND_ID=F02254&KIND=A
20260905,F14245,P22CGMHI6,Citigroup Global Markets Holdings Inc.,20220929,20270929,5,USD,88000000,3.7364,0,Not Applicable,Not Applicable,Chinatrust BankYuanta Securities Co,Yuanta Securities Co,XS2495887684,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0115&MONYR_REG=202209&BOND_ID=F14245&KIND=A
20260905,F19401,P24KODIT1,KODIT Global 2024-2 Co. Ltd.,20241029,20271029,3,USD,200000000,5.680,0,Not Applicable,Not Applicable,BNP PARIBAS TAIWANCathay United BankChinatrust BankKGI SecuritiesMega BankPresident SecuritiesSinoPac SecuritiesYuanta Securities Co,Yuanta Securities Co,XS2910446892,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0160&MONYR_REG=202410&BOND_ID=F19401&KIND=A
20260905,F10319,P20QNBF10,QNB Finance Ltd,20201117,20271117,7,CNY,500000000,3.950,0,Not Applicable,Not Applicable,SinoPac SecuritiesStandard Chartered,SinoPac Securities,XS2255698602,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0080&MONYR_REG=202011&BOND_ID=F10319&KIND=A
20260905,F14613,P20JPMCB2,JPMorgan Chase Bank N.A.,20201125,20271125,7,ZAR,340000000,6.300,0,Applicable,1.000 x 1.000,Bank of TaiwanTaishin Internatonal,Bank of Taiwan,XS1450874810,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0118&MONYR_REG=202011&BOND_ID=F14613&KIND=A
20260905,F07502,P16ISBI1,Intesa Sanpaolo Bank Ireland p.l.c,20160115,20280115,12,USD,63000000,4.250,0,Not Applicable,Not Applicable,National SecuritiesSinoPac Securities,Not Applicatible,XS1338373704,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0053&MONYR_REG=201601&BOND_ID=F07502&KIND=A
20260905,F14246,P23CGMHI1,Citigroup Global Markets Holdings Inc.,20230210,20280210,5,USD,89000000,5.9978,0,Not Applicable,Not Applicable,E.SUN BankShanghai BankTaishin Internatonal,E.SUN Bank,XS2541509837,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0115&MONYR_REG=202302&BOND_ID=F14246&KIND=A
20260905,F03241,P23BACR2,Barclays Bank PLC,20230214,20280214,5,USD,100000000,5.750,0,Not Applicable,Not Applicable,Chinatrust BankE.SUN BankMega BankTaishin Internatonal,Taishin Internatonal,XS2469987361,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0019&MONYR_REG=202302&BOND_ID=F03241&KIND=A
20260905,F14620,P24JPMCB1,JPMorgan Chase Bank N.A.,20240222,20280222,4,USD,175000000,0,0,Not Applicable,Not Applicable,E.SUN BankJPMorgan SecuritiesKGI SecuritiesSinoPac SecuritiesTaishin InternatonalYuanta Securities Co,SinoPac Securities,XS1449686465,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0118&MONYR_REG=202402&BOND_ID=F14620&KIND=A
20260905,F19601,P25MRAS1,Mirae Asset Securities Co. Ltd.,20250306,20280306,3,USD,400000000,5.250,0,Not Applicable,Not Applicable,Cathay United BankCredit Agricole BankHSBC Bank(Taiwan)LtdKGI SecuritiesPresident SecuritiesSG Securities TaipeiSinoPac SecuritiesTaishin InternatonalYuanta Securities Co,SinoPac Securities,XS2985211569,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0162&MONYR_REG=202503&BOND_ID=F19601&KIND=A
20260905,F00922,P21BNP2,BNP PARIBAS,20210329,20280329,7,CNY,650000000,3.500,0,Not Applicable,Not Applicable,BNP PARIBAS TAIWAN,Yuanta Securities Co,FR0014002J74,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0002&MONYR_REG=202103&BOND_ID=F00922&KIND=A
20260905,F00808,P21DB3,Deutsche Bank Aktiengesellschaft,20210331,20280331,7,CNY,1000000000,3.500,0,Not Applicable,Not Applicable,DeutscheBankAGTPE,DeutscheBankAGTPE,XS2312722080,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0001&MONYR_REG=202103&BOND_ID=F00808&KIND=A
20260905,F14615,P21JPMCB2,JPMorgan Chase Bank N.A.,20210415,20280415,7,ZAR,215000000,7.250,0,Applicable,1.000 x 1.000,E.SUN Bank,E.SUN Bank,XS1450839748,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0118&MONYR_REG=202104&BOND_ID=F14615&KIND=A
20260905,F03306,P21UBSLN2,UBS AG London Branch,20210419,20280419,7,ZAR,300000000,7.700,0,Applicable,3.000 x 1.000,E.SUN BankNational SecuritiesSinoPac Securities,SinoPac Securities,XS2321629888,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0022&MONYR_REG=202104&BOND_ID=F03306&KIND=A
20260905,F15324,P23GSFCI1,Goldman Sachs Finance Corp International Ltd,20230419,20280419,5,USD,152000000,6.120,0,Not Applicable,Not Applicable,Mega BankSinoPac SecuritiesTaishin Internatonal,Taishin Internatonal,XS2480975825,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0124&MONYR_REG=202304&BOND_ID=F15324&KIND=A
20260905,F14247,P23CGMHI2,Citigroup Global Markets Holdings Inc.,20230526,20280526,5,USD,135000000,6.260,0,Not Applicable,Not Applicable,Chinatrust BankMega BankSinoPac SecuritiesTaishin Internatonal,Taishin Internatonal,XS2565545188,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0115&MONYR_REG=202305&BOND_ID=F14247&KIND=A
20260905,F15325,P23GSFCI2,Goldman Sachs Finance Corp International Ltd,20230530,20280530,5,USD,55000000,6.360,0,Not Applicable,Not Applicable,Chinatrust BankTaishin Internatonal,Taishin Internatonal,XS2481710221,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0124&MONYR_REG=202305&BOND_ID=F15325&KIND=A
20260905,F00926,P23BNP1,BNP PARIBAS,20230606,20280606,5,USD,271000000,6.380,0,Not Applicable,Not Applicable,BNP PARIBAS TAIWANChinatrust BankE.SUN BankMega BankPresident SecuritiesSinoPac SecuritiesTaishin InternatonalYuanta Securities Co,Yuanta Securities Co,FR001400I8W2,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0002&MONYR_REG=202306&BOND_ID=F00926&KIND=A
20260905,F02280,P23SG3,Societe Generale,20230609,20280609,5,USD,105000000,0,0,Applicable,4.000 x 0.000,Cathay United BankE.SUN BankMega BankSG Securities TaipeiTaishin Internatonal,Taishin Internatonal,XS2593447860,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0010&MONYR_REG=202306&BOND_ID=F02280&KIND=A
20260905,F03309,P21UBSLN5,UBS AG London Branch,20210615,20280615,7,ZAR,200000000,7.730,0,Applicable,4.000 x 1.000,KGI SecuritiesNational SecuritiesSinoPac Securities,SinoPac Securities,XS2340983811,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0022&MONYR_REG=202106&BOND_ID=F03309&KIND=A
20260905,F03242,P23BACR3,Barclays Bank PLC,20230628,20280628,5,USD,100000000,0,0,Not Applicable,Not Applicable,Bank of TaiwanMega BankSinoPac SecuritiesTaishin InternatonalYuanta Securities Co,SinoPac Securities,XS2517250127,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0019&MONYR_REG=202306&BOND_ID=F03242&KIND=A
20260905,F05448,P23NATIX4,Natixis,20230629,20280629,5,USD,100000000,5.060,0,Applicable,4.000 x 0.000,Cathay United BankE.SUN BankKGI SecuritiesMega BankTaishin Internatonal,Taishin Internatonal,XS2487466455,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0037&MONYR_REG=202306&BOND_ID=F05448&KIND=A
20260905,F00908,P16BNP3,BNP PARIBAS,20160630,20280630,12,USD,200000000,4.200,0,Not Applicable,Not Applicable,E.SUN BankKGI SecuritiesStandard Chartered,Standard Chartered,XS1437600221,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0002&MONYR_REG=201606&BOND_ID=F00908&KIND=A
20260905,F06804,P23KEC1,Korea Expressway Corporation,20230710,20280710,5,USD,300000000,0,0,Not Applicable,Not Applicable,Capital SecuritiesCathay United BankE.SUN BankFubon SeuritiesKGI SecuritiesMega BankPresident SecuritiesShanghai BankSinoPac SecuritiesStandard CharteredYuanta Securities Co,KGI Securities,XS2642838846,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0049&MONYR_REG=202307&BOND_ID=F06804&KIND=A
20260905,F13416,P21ENBD5,Emirates NBD Bank PJSC,20210713,20280713,7,CNY,1125000000,3.670,0,Not Applicable,Not Applicable,ANZ Banking Group TPSinoPac Securities,SinoPac Securities,XS2357280101,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0108&MONYR_REG=202107&BOND_ID=F13416&KIND=A
20260905,F09008,P23KDB1,The Korea Development Bank,20230801,20280801,5,USD,300000000,5.060,0,Not Applicable,Not Applicable,Cathay United BankChinatrust BankKGI SecuritiesMega BankPresident SecuritiesSG Securities TaipeiShanghai BankSinoPac SecuritiesTaishin InternatonalYuanta Securities Co,Yuanta Securities Co,XS2655885148,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0067&MONYR_REG=202307&BOND_ID=F09008&KIND=A
20260905,F03311,P21UBSLN7,UBS AG London Branch,20210803,20280803,7,ZAR,125000000,7.700,0,Applicable,3.000 x 1.000,National SecuritiesSinoPac Securities,SinoPac Securities,XS2359693947,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0022&MONYR_REG=202108&BOND_ID=F03311&KIND=A
20260905,F16406,P23MGL1,Macquarie Group Limited,20230908,20280908,5,USD,58000000,6.810,0,Not Applicable,Not Applicable,Chinatrust BankSinoPac SecuritiesYuanta Securities Co,Yuanta Securities Co,XS2672784316,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0134&MONYR_REG=202309&BOND_ID=F16406&KIND=A
20260905,F18710,P23JPCFC8,JPMorgan Chase Financial Company LLC,20230922,20280922,5,USD,190000000,6.310,0,Not Applicable,Not Applicable,Cathay United BankE.SUN BankJPM Securities TWMega BankPresident SecuritiesSinoPac SecuritiesYuanta Securities Co,E.SUN Bank,XS1449769758,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0154&MONYR_REG=202309&BOND_ID=F18710&KIND=A
20260905,F12204,P23NAB1,National Australia Bank Limited (ABN 12 004 044 937),20230928,20280928,5,USD,350000000,6.290,0,Not Applicable,Not Applicable,Cathay United BankChinatrust BankE.SUN BankMega BankSG Securities TaipeiSinoPac SecuritiesTaishin InternatonalYuanta Securities Co,SinoPac Securities,XS2695028279,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0099&MONYR_REG=202309&BOND_ID=F12204&KIND=A
20260905,F19101,P23KOBC1,Korea Ocean Business Corporation,20231005,20281005,5,USD,80000000,0,0,Not Applicable,Not Applicable,BANK SINOPACShanghai BankSinoPac SecuritiesStandard Chartered,SinoPac Securities,XS2695399506,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0157&MONYR_REG=202310&BOND_ID=F19101&KIND=A
20260905,F10720,P23BMO1,Bank of Montreal,20231012,20281012,5,USD,120000000,6.560,0,Not Applicable,Not Applicable,E.SUN BankMega BankYuanta Securities Co,Yuanta Securities Co,XS2697459670,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0084&MONYR_REG=202310&BOND_ID=F10720&KIND=A
20260905,F16202,P23SHB1,Shinhan Bank,20231026,20281026,5,USD,500000000,0,0,Not Applicable,Not Applicable,CACIB TaipeiCitibank Taiwan Ltd.HSBC Bank(Taiwan)LtdKGI SecuritiesPresident SecuritiesSinoPac SecuritiesTaishin InternatonalYuanta Securities Co,SinoPac Securities,XS2696788285,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0132&MONYR_REG=202310&BOND_ID=F16202&KIND=A
20260905,F05453,P23NATIX9,Natixis,20231121,20281121,5,USD,145000000,6.710,0,Not Applicable,Not Applicable,Capital SecuritiesChinatrust BankE.SUN BankKGI SecuritiesMega BankSinoPac SecuritiesYuanta Securities Co,SinoPac Securities,XS2568877034,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0037&MONYR_REG=202311&BOND_ID=F05453&KIND=A
20260905,F01020,P23KEXIM1,The Export-Import Bank of Korea,20231121,20281121,5,USD,500000000,0,0,Not Applicable,Not Applicable,CACIB TaipeiCathay United BankFubon SeuritiesKGI SecuritiesMega BankPresident SecuritiesSinoPac SecuritiesStandard CharteredTaishin InternatonalYuanta Securities Co,Yuanta Securities Co,XS2716680744,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0003&MONYR_REG=202311&BOND_ID=F01020&KIND=A
20260905,F06805,P23KEC2,Korea Expressway Corporation,20231128,20281128,5,USD,200000000,5.320,0,Not Applicable,Not Applicable,BANK SINOPACBNP PARIBAS TAIWANCathay United BankMega BankPresident SecuritiesSinoPac SecuritiesTaishin InternatonalYuanta Securities Co,SinoPac Securities,XS2722164790,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0049&MONYR_REG=202311&BOND_ID=F06805&KIND=A
20260905,F03243,P24BACR1,Barclays Bank PLC,20240104,20290104,5,USD,17000000,0,0,Not Applicable,Not Applicable,Barclays Securities E.SUN BankSinoPac Securities,E.SUN Bank,XS2674302687,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0019&MONYR_REG=202401&BOND_ID=F03243&KIND=A
20260905,F14248,P24CGMHI1,Citigroup Global Markets Holdings Inc.,20240123,20290123,5,USD,35000000,6.345,0,Not Applicable,Not Applicable,Shanghai BankTaishin InternatonalYuanta Securities Co,Yuanta Securities Co,XS2709374032,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0115&MONYR_REG=202401&BOND_ID=F14248&KIND=A
20260905,F02283,P24SG1,Societe Generale,20240124,20290124,5,USD,45000000,6.460,0,Applicable,4.000 x 0.000,Cathay United BankE.SUN BankSG Securities TaipeiTaishin Internatonal,E.SUN Bank,XS2746132542,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0010&MONYR_REG=202401&BOND_ID=F02283&KIND=A
20260905,F11316,P24FAB1,First Abu Dhabi Bank,20240129,20290129,5,USD,700000000,0,0,Not Applicable,Not Applicable,Cathay United BankKGI SecuritiesMega BankPresident SecuritiesSinoPac SecuritiesStandard CharteredTaishin InternatonalYuanta Securities Co,SinoPac Securities,XS2750475894,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0090&MONYR_REG=202401&BOND_ID=F11316&KIND=A
20260905,F14249,P24CGMHI2,Citigroup Global Markets Holdings Inc.,20240131,20290131,5,USD,65000000,6.320,0,Not Applicable,Not Applicable,KGI SecuritiesSinoPac Securities,SinoPac Securities,XS2709283662,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0115&MONYR_REG=202401&BOND_ID=F14249&KIND=A
20260905,F13417,P24ENBD1,Emirates NBD Bank PJSC,20240131,20290131,5,USD,600000000,0,0,Not Applicable,Not Applicable,BANK SINOPACKGI SecuritiesMega BankPresident SecuritiesSG Securities TaipeiSinoPac SecuritiesStandard CharteredYuanta Securities Co,KGI Securities,XS2754455769,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0108&MONYR_REG=202401&BOND_ID=F13417&KIND=A
20260905,F03244,P24BACR2,Barclays Bank PLC,20240206,20290206,5,USD,100000000,0,0,Applicable,4.000 x 0.000,Barclays Securities E.SUN BankMega BankSinoPac SecuritiesTaishin Internatonal,Taishin Internatonal,XS2700655462,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0019&MONYR_REG=202402&BOND_ID=F03244&KIND=A
20260905,F16607,P24ADCBU1,Abu Dhabi Commercial Bank PJSC,20240206,20290206,5,USD,200000000,0,0,Not Applicable,Not Applicable,CACIB TaipeiKGI SecuritiesMega BankPresident SecuritiesSinoPac SecuritiesYuanta Securities Co,SinoPac Securities,XS2757010173,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0136&MONYR_REG=202402&BOND_ID=F16607&KIND=A
20260905,F00817,P22DB5,Deutsche Bank Aktiengesellschaft,20220310,20290310,7,USD,30000000,2.970,0,Applicable,1.000 x 1.000,DeutscheBankAGTPE,DeutscheBankAGTPE,XS2451404284,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0001&MONYR_REG=202203&BOND_ID=F00817&KIND=A
20260905,F19602,P26MRAS1,Mirae Asset Securities Co. Ltd.,20260311,20290311,3,USD,300000000,4.250,0,Not Applicable,Not Applicable,Credit Agricole BankE.SUN BankHSBC Bank(Taiwan)LtdKGI SecuritiesSinoPac SecuritiesYuanta Securities Co,KGI Securities,XS3299373996,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0162&MONYR_REG=202603&BOND_ID=F19602&KIND=A
20260905,F17602,P24SHC1,Shinhan Card Co.Ltd.,20240312,20290312,5,USD,300000000,5.500,0,Not Applicable,Not Applicable,BANK SINOPACCathay United BankChinatrust BankCitibank Taiwan Ltd.Fubon SeuritiesHSBC Bank(Taiwan)LtdKGI SecuritiesPresident SecuritiesSG Securities TaipeiSinoPac SecuritiesYuanta Securities Co,Yuanta Securities Co,XS2775400703,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0144&MONYR_REG=202403&BOND_ID=F17602&KIND=A
20260905,F10323,P24QNBF1,QNB Finance Ltd,20240402,20290402,5,USD,1000000000,0,0,Not Applicable,Not Applicable,BANK SINOPACCathay United BankChinatrust BankHSBC Bank(Taiwan)LtdKGI SecuritiesPresident SecuritiesSinoPac SecuritiesStandard CharteredTaipei Fubon BankTaishin InternatonalYuanta Securities Co,SinoPac Securities,XS2793223475,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0080&MONYR_REG=202404&BOND_ID=F10323&KIND=A
20260905,F15326,P24GSFCI1,Goldman Sachs Finance Corp International Ltd,20240606,20290606,5,USD,25000000,0,0,Not Applicable,Not Applicable,SinoPac Securities,SinoPac Securities,XS2688684294,https://mopsov.twse.com.tw/mops/web/t113sb02?encodeURIComponent=1&firstin=true&id=&colorchg=&TYPEK=all&step=11&co_id=E0124&MONYR_REG=202406&BOND_ID=F15326&KIND=A
