entity_id,co_id,as_of,scope,currency,subject,measure,shock_bp,value_ntd_k,per_bp_ntd_k,layout,filing,page
cathay_life,5846,2023-03-31,本公司,USD,total,pnl,1.0,0.0,0.0,grid,202301_5846_AI1.pdf,120
cathay_life,5846,2023-03-31,本公司,all,total,equity,100.0,-129694934.0,-1296949.34,grid,202401_5846_AI1.pdf,127
cathay_life,5846,2023-06-30,本公司,CNY,total,equity,1.0,-1372.0,-1372.0,grid,202302_5846_AI1.pdf,126
cathay_life,5846,2023-06-30,本公司,CNY,total,pnl,1.0,0.0,0.0,grid,202302_5846_AI1.pdf,126
cathay_life,5846,2023-06-30,本公司,EUR,total,equity,1.0,-7355.0,-7355.0,grid,202302_5846_AI1.pdf,126
cathay_life,5846,2023-06-30,本公司,EUR,total,pnl,1.0,0.0,0.0,grid,202302_5846_AI1.pdf,126
cathay_life,5846,2023-06-30,本公司,GBP,total,equity,1.0,-3083.0,-3083.0,grid,202302_5846_AI1.pdf,126
cathay_life,5846,2023-06-30,本公司,GBP,total,pnl,1.0,0.0,0.0,grid,202302_5846_AI1.pdf,126
cathay_life,5846,2023-06-30,本公司,TWD,total,equity,1.0,-64682.0,-64682.0,grid,202302_5846_AI1.pdf,126
cathay_life,5846,2023-06-30,本公司,TWD,total,pnl,1.0,0.0,0.0,grid,202302_5846_AI1.pdf,126
cathay_life,5846,2023-06-30,本公司,USD,total,equity,1.0,-1068879.0,-1068879.0,grid,202302_5846_AI1.pdf,126
cathay_life,5846,2023-06-30,本公司,USD,total,pnl,1.0,-70.0,-70.0,grid,202302_5846_AI1.pdf,126
cathay_life,5846,2023-06-30,本公司,all,total,equity,100.0,-129981433.0,-1299814.33,grid,202402_5846_AI1.pdf,133
cathay_life,5846,2023-09-30,本公司,CNY,total,equity,1.0,-1692.0,-1692.0,grid,202303_5846_AI1.pdf,124
cathay_life,5846,2023-09-30,本公司,CNY,total,pnl,1.0,0.0,0.0,grid,202303_5846_AI1.pdf,124
cathay_life,5846,2023-09-30,本公司,EUR,total,equity,1.0,-7519.0,-7519.0,grid,202303_5846_AI1.pdf,124
cathay_life,5846,2023-09-30,本公司,EUR,total,pnl,1.0,0.0,0.0,grid,202303_5846_AI1.pdf,124
cathay_life,5846,2023-09-30,本公司,GBP,total,equity,1.0,-3205.0,-3205.0,grid,202303_5846_AI1.pdf,124
cathay_life,5846,2023-09-30,本公司,GBP,total,pnl,1.0,0.0,0.0,grid,202303_5846_AI1.pdf,124
cathay_life,5846,2023-09-30,本公司,TWD,total,equity,1.0,-62123.0,-62123.0,grid,202303_5846_AI1.pdf,124
cathay_life,5846,2023-09-30,本公司,TWD,total,pnl,1.0,0.0,0.0,grid,202303_5846_AI1.pdf,124
cathay_life,5846,2023-09-30,本公司,USD,total,equity,1.0,-1117611.0,-1117611.0,grid,202303_5846_AI1.pdf,124
cathay_life,5846,2023-09-30,本公司,USD,total,pnl,1.0,0.0,0.0,grid,202303_5846_AI1.pdf,124
cathay_life,5846,2023-09-30,本公司,all,total,equity,100.0,-136023084.0,-1360230.84,grid,202403_5846_AI1.pdf,130
cathay_life,5846,2024-03-31,本公司,CNY,total,equity,1.0,-1657.0,-1657.0,grid,202401_5846_AI1.pdf,128
cathay_life,5846,2024-03-31,本公司,CNY,total,pnl,1.0,0.0,0.0,grid,202401_5846_AI1.pdf,128
cathay_life,5846,2024-03-31,本公司,EUR,total,equity,1.0,-4314.0,-4314.0,grid,202401_5846_AI1.pdf,128
cathay_life,5846,2024-03-31,本公司,EUR,total,pnl,1.0,0.0,0.0,grid,202401_5846_AI1.pdf,128
cathay_life,5846,2024-03-31,本公司,GBP,total,equity,1.0,-3723.0,-3723.0,grid,202401_5846_AI1.pdf,128
cathay_life,5846,2024-03-31,本公司,GBP,total,pnl,1.0,0.0,0.0,grid,202401_5846_AI1.pdf,128
cathay_life,5846,2024-03-31,本公司,TWD,total,equity,1.0,-63150.0,-63150.0,grid,202401_5846_AI1.pdf,128
cathay_life,5846,2024-03-31,本公司,TWD,total,pnl,1.0,0.0,0.0,grid,202401_5846_AI1.pdf,128
cathay_life,5846,2024-03-31,本公司,USD,total,equity,1.0,-1214397.0,-1214397.0,grid,202401_5846_AI1.pdf,128
