matrix_code,item,sub_item,obs_month,value,unit,vintage
EG51M01,美元即期匯率-銀行間收盤匯率,,2020-04-01,29.802,TWD per USD,2026-08-27
EG51M01,美元即期匯率-日平均,,2020-04-01,30.089,TWD per USD,2026-08-27
EG51M01,遠期信用狀美金利率（年息）,,2020-04-01,6.2,pct_pa,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-買進,,2020-05-01,29.96,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-賣出,,2020-05-01,30.06,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行間收盤匯率,,2020-05-01,30.032,TWD per USD,2026-08-27
EG51M01,美元即期匯率-日平均,,2020-05-01,29.957,TWD per USD,2026-08-27
EG51M01,遠期信用狀美金利率（年息）,,2020-05-01,5.8,pct_pa,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-買進,,2020-06-01,29.44,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-賣出,,2020-06-01,29.54,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行間收盤匯率,,2020-06-01,29.66,TWD per USD,2026-08-27
EG51M01,美元即期匯率-日平均,,2020-06-01,29.752,TWD per USD,2026-08-27
EG51M01,遠期信用狀美金利率（年息）,,2020-06-01,5.8,pct_pa,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-買進,,2020-07-01,29.26,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-賣出,,2020-07-01,29.36,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行間收盤匯率,,2020-07-01,29.502,TWD per USD,2026-08-27
EG51M01,美元即期匯率-日平均,,2020-07-01,29.563,TWD per USD,2026-08-27
EG51M01,遠期信用狀美金利率（年息）,,2020-07-01,5.7,pct_pa,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-買進,,2020-08-01,29.3,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-賣出,,2020-08-01,29.4,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行間收盤匯率,,2020-08-01,29.526,TWD per USD,2026-08-27
EG51M01,美元即期匯率-日平均,,2020-08-01,29.521,TWD per USD,2026-08-27
EG51M01,遠期信用狀美金利率（年息）,,2020-08-01,5.7,pct_pa,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-買進,,2020-09-01,28.91,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-賣出,,2020-09-01,29.01,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行間收盤匯率,,2020-09-01,29.126,TWD per USD,2026-08-27
EG51M01,美元即期匯率-日平均,,2020-09-01,29.359,TWD per USD,2026-08-27
EG51M01,遠期信用狀美金利率（年息）,,2020-09-01,5.6,pct_pa,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-買進,,2020-10-01,28.57,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-賣出,,2020-10-01,28.67,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行間收盤匯率,,2020-10-01,28.925,TWD per USD,2026-08-27
EG51M01,美元即期匯率-日平均,,2020-10-01,28.934,TWD per USD,2026-08-27
EG51M01,遠期信用狀美金利率（年息）,,2020-10-01,5.55,pct_pa,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-買進,,2020-11-01,28.46,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-賣出,,2020-11-01,28.56,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行間收盤匯率,,2020-11-01,28.824,TWD per USD,2026-08-27
EG51M01,美元即期匯率-日平均,,2020-11-01,28.844,TWD per USD,2026-08-27
EG51M01,遠期信用狀美金利率（年息）,,2020-11-01,5.55,pct_pa,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-買進,,2020-12-01,28.05,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-賣出,,2020-12-01,28.15,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行間收盤匯率,,2020-12-01,28.508,TWD per USD,2026-08-27
EG51M01,美元即期匯率-日平均,,2020-12-01,28.539,TWD per USD,2026-08-27
EG51M01,遠期信用狀美金利率（年息）,,2020-12-01,5.55,pct_pa,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-買進,,2021-01-01,27.95,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-賣出,,2021-01-01,28.05,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行間收盤匯率,,2021-01-01,28.412,TWD per USD,2026-08-27
EG51M01,美元即期匯率-日平均,,2021-01-01,28.431,TWD per USD,2026-08-27
EG51M01,遠期信用狀美金利率（年息）,,2021-01-01,5.45,pct_pa,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-買進,,2021-02-01,27.83,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-賣出,,2021-02-01,27.93,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行間收盤匯率,,2021-02-01,28.306,TWD per USD,2026-08-27
EG51M01,美元即期匯率-日平均,,2021-02-01,28.35,TWD per USD,2026-08-27
EG51M01,遠期信用狀美金利率（年息）,,2021-02-01,5.45,pct_pa,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-買進,,2021-03-01,28.48,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-賣出,,2021-03-01,28.58,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行間收盤匯率,,2021-03-01,28.531,TWD per USD,2026-08-27
EG51M01,美元即期匯率-日平均,,2021-03-01,28.385,TWD per USD,2026-08-27
EG51M01,遠期信用狀美金利率（年息）,,2021-03-01,5.45,pct_pa,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-買進,,2021-04-01,27.87,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-賣出,,2021-04-01,27.97,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行間收盤匯率,,2021-04-01,27.95,TWD per USD,2026-08-27
EG51M01,美元即期匯率-日平均,,2021-04-01,28.257,TWD per USD,2026-08-27
EG51M01,遠期信用狀美金利率（年息）,,2021-04-01,5.45,pct_pa,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-買進,,2021-05-01,27.57,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-賣出,,2021-05-01,27.67,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行間收盤匯率,,2021-05-01,27.657,TWD per USD,2026-08-27
EG51M01,美元即期匯率-日平均,,2021-05-01,27.921,TWD per USD,2026-08-27
EG51M01,遠期信用狀美金利率（年息）,,2021-05-01,5.2,pct_pa,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-買進,,2021-06-01,27.81,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-賣出,,2021-06-01,27.91,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行間收盤匯率,,2021-06-01,27.87,TWD per USD,2026-08-27
EG51M01,美元即期匯率-日平均,,2021-06-01,27.797,TWD per USD,2026-08-27
EG51M01,遠期信用狀美金利率（年息）,,2021-06-01,5.2,pct_pa,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-買進,,2021-07-01,27.91,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-賣出,,2021-07-01,28.01,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行間收盤匯率,,2021-07-01,27.966,TWD per USD,2026-08-27
EG51M01,美元即期匯率-日平均,,2021-07-01,28.001,TWD per USD,2026-08-27
EG51M01,遠期信用狀美金利率（年息）,,2021-07-01,5.2,pct_pa,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-買進,,2021-08-01,27.71,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-賣出,,2021-08-01,27.81,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行間收盤匯率,,2021-08-01,27.772,TWD per USD,2026-08-27
EG51M01,美元即期匯率-日平均,,2021-08-01,27.878,TWD per USD,2026-08-27
EG51M01,遠期信用狀美金利率（年息）,,2021-08-01,5.2,pct_pa,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-買進,,2021-09-01,27.8,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-賣出,,2021-09-01,27.9,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行間收盤匯率,,2021-09-01,27.866,TWD per USD,2026-08-27
EG51M01,美元即期匯率-日平均,,2021-09-01,27.737,TWD per USD,2026-08-27
EG51M01,遠期信用狀美金利率（年息）,,2021-09-01,5.2,pct_pa,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-買進,,2021-10-01,27.77,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-賣出,,2021-10-01,27.87,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行間收盤匯率,,2021-10-01,27.82,TWD per USD,2026-08-27
EG51M01,美元即期匯率-日平均,,2021-10-01,27.946,TWD per USD,2026-08-27
EG51M01,遠期信用狀美金利率（年息）,,2021-10-01,5.2,pct_pa,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-買進,,2021-11-01,27.75,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-賣出,,2021-11-01,27.85,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行間收盤匯率,,2021-11-01,27.81,TWD per USD,2026-08-27
EG51M01,美元即期匯率-日平均,,2021-11-01,27.818,TWD per USD,2026-08-27
EG51M01,遠期信用狀美金利率（年息）,,2021-11-01,5.2,pct_pa,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-買進,,2021-12-01,27.63,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-賣出,,2021-12-01,27.73,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行間收盤匯率,,2021-12-01,27.69,TWD per USD,2026-08-27
EG51M01,美元即期匯率-日平均,,2021-12-01,27.761,TWD per USD,2026-08-27
EG51M01,遠期信用狀美金利率（年息）,,2021-12-01,5.2,pct_pa,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-買進,,2022-01-01,27.78,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-賣出,,2022-01-01,27.88,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行間收盤匯率,,2022-01-01,27.828,TWD per USD,2026-08-27
EG51M01,美元即期匯率-日平均,,2022-01-01,27.678,TWD per USD,2026-08-27
EG51M01,遠期信用狀美金利率（年息）,,2022-01-01,5.2,pct_pa,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-買進,,2022-02-01,27.97,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-賣出,,2022-02-01,28.07,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行間收盤匯率,,2022-02-01,28.021,TWD per USD,2026-08-27
EG51M01,美元即期匯率-日平均,,2022-02-01,27.881,TWD per USD,2026-08-27
EG51M01,遠期信用狀美金利率（年息）,,2022-02-01,5.2,pct_pa,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-買進,,2022-03-01,28.58,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-賣出,,2022-03-01,28.68,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行間收盤匯率,,2022-03-01,28.622,TWD per USD,2026-08-27
EG51M01,美元即期匯率-日平均,,2022-03-01,28.441,TWD per USD,2026-08-27
EG51M01,遠期信用狀美金利率（年息）,,2022-03-01,5.2,pct_pa,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-買進,,2022-04-01,29.43,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-賣出,,2022-04-01,29.53,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行間收盤匯率,,2022-04-01,29.48,TWD per USD,2026-08-27
EG51M01,美元即期匯率-日平均,,2022-04-01,29.148,TWD per USD,2026-08-27
EG51M01,遠期信用狀美金利率（年息）,,2022-04-01,5.2,pct_pa,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-買進,,2022-05-01,29.0,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-賣出,,2022-05-01,29.1,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行間收盤匯率,,2022-05-01,29.065,TWD per USD,2026-08-27
EG51M01,美元即期匯率-日平均,,2022-05-01,29.597,TWD per USD,2026-08-27
EG51M01,遠期信用狀美金利率（年息）,,2022-05-01,5.8,pct_pa,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-買進,,2022-06-01,29.68,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-賣出,,2022-06-01,29.78,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行間收盤匯率,,2022-06-01,29.726,TWD per USD,2026-08-27
EG51M01,美元即期匯率-日平均,,2022-06-01,29.632,TWD per USD,2026-08-27
EG51M01,遠期信用狀美金利率（年息）,,2022-06-01,6.55,pct_pa,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-買進,,2022-07-01,29.9,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-賣出,,2022-07-01,30.0,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行間收盤匯率,,2022-07-01,29.938,TWD per USD,2026-08-27
EG51M01,美元即期匯率-日平均,,2022-07-01,29.866,TWD per USD,2026-08-27
EG51M01,遠期信用狀美金利率（年息）,,2022-07-01,7.3,pct_pa,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-買進,,2022-08-01,30.4,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-賣出,,2022-08-01,30.5,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行間收盤匯率,,2022-08-01,30.435,TWD per USD,2026-08-27
EG51M01,美元即期匯率-日平均,,2022-08-01,30.089,TWD per USD,2026-08-27
EG51M01,遠期信用狀美金利率（年息）,,2022-08-01,7.3,pct_pa,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-買進,,2022-09-01,31.71,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-賣出,,2022-09-01,31.81,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行間收盤匯率,,2022-09-01,31.743,TWD per USD,2026-08-27
EG51M01,美元即期匯率-日平均,,2022-09-01,31.242,TWD per USD,2026-08-27
EG51M01,遠期信用狀美金利率（年息）,,2022-09-01,7.8,pct_pa,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-買進,,2022-10-01,32.17,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-賣出,,2022-10-01,32.27,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行間收盤匯率,,2022-10-01,32.21,TWD per USD,2026-08-27
EG51M01,美元即期匯率-日平均,,2022-10-01,31.969,TWD per USD,2026-08-27
EG51M01,遠期信用狀美金利率（年息）,,2022-10-01,7.8,pct_pa,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-買進,,2022-11-01,30.84,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-賣出,,2022-11-01,30.94,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行間收盤匯率,,2022-11-01,30.902,TWD per USD,2026-08-27
EG51M01,美元即期匯率-日平均,,2022-11-01,31.462,TWD per USD,2026-08-27
EG51M01,遠期信用狀美金利率（年息）,,2022-11-01,8.3,pct_pa,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-買進,,2022-12-01,30.67,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-賣出,,2022-12-01,30.77,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行間收盤匯率,,2022-12-01,30.708,TWD per USD,2026-08-27
EG51M01,美元即期匯率-日平均,,2022-12-01,30.671,TWD per USD,2026-08-27
EG51M01,遠期信用狀美金利率（年息）,,2022-12-01,8.5,pct_pa,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-買進,,2023-01-01,29.99,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-賣出,,2023-01-01,30.09,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行間收盤匯率,,2023-01-01,30.052,TWD per USD,2026-08-27
EG51M01,美元即期匯率-日平均,,2023-01-01,30.453,TWD per USD,2026-08-27
EG51M01,遠期信用狀美金利率（年息）,,2023-01-01,8.5,pct_pa,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-買進,,2023-02-01,30.42,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-賣出,,2023-02-01,30.52,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行間收盤匯率,,2023-02-01,30.48,TWD per USD,2026-08-27
EG51M01,美元即期匯率-日平均,,2023-02-01,30.179,TWD per USD,2026-08-27
EG51M01,遠期信用狀美金利率（年息）,,2023-02-01,8.6,pct_pa,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-買進,,2023-03-01,30.41,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-賣出,,2023-03-01,30.51,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行間收盤匯率,,2023-03-01,30.454,TWD per USD,2026-08-27
EG51M01,美元即期匯率-日平均,,2023-03-01,30.559,TWD per USD,2026-08-27
EG51M01,遠期信用狀美金利率（年息）,,2023-03-01,8.7,pct_pa,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-買進,,2023-04-01,30.69,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-賣出,,2023-04-01,30.79,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行間收盤匯率,,2023-04-01,30.74,TWD per USD,2026-08-27
EG51M01,美元即期匯率-日平均,,2023-04-01,30.569,TWD per USD,2026-08-27
EG51M01,遠期信用狀美金利率（年息）,,2023-04-01,8.7,pct_pa,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-買進,,2023-05-01,30.7,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-賣出,,2023-05-01,30.8,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行間收盤匯率,,2023-05-01,30.766,TWD per USD,2026-08-27
EG51M01,美元即期匯率-日平均,,2023-05-01,30.734,TWD per USD,2026-08-27
EG51M01,遠期信用狀美金利率（年息）,,2023-05-01,8.8,pct_pa,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-買進,,2023-06-01,31.09,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-賣出,,2023-06-01,31.19,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行間收盤匯率,,2023-06-01,31.135,TWD per USD,2026-08-27
EG51M01,美元即期匯率-日平均,,2023-06-01,30.824,TWD per USD,2026-08-27
EG51M01,遠期信用狀美金利率（年息）,,2023-06-01,8.8,pct_pa,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-買進,,2023-07-01,31.38,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-賣出,,2023-07-01,31.48,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行間收盤匯率,,2023-07-01,31.43,TWD per USD,2026-08-27
EG51M01,美元即期匯率-日平均,,2023-07-01,31.203,TWD per USD,2026-08-27
EG51M01,遠期信用狀美金利率（年息）,,2023-07-01,8.9,pct_pa,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-買進,,2023-08-01,31.81,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-賣出,,2023-08-01,31.91,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行間收盤匯率,,2023-08-01,31.854,TWD per USD,2026-08-27
EG51M01,美元即期匯率-日平均,,2023-08-01,31.829,TWD per USD,2026-08-27
EG51M01,遠期信用狀美金利率（年息）,,2023-08-01,8.9,pct_pa,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-買進,,2023-09-01,32.22,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-賣出,,2023-09-01,32.32,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行間收盤匯率,,2023-09-01,32.268,TWD per USD,2026-08-27
EG51M01,美元即期匯率-日平均,,2023-09-01,32.032,TWD per USD,2026-08-27
EG51M01,遠期信用狀美金利率（年息）,,2023-09-01,8.9,pct_pa,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-買進,,2023-10-01,32.37,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-賣出,,2023-10-01,32.47,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行間收盤匯率,,2023-10-01,32.419,TWD per USD,2026-08-27
EG51M01,美元即期匯率-日平均,,2023-10-01,32.302,TWD per USD,2026-08-27
EG51M01,遠期信用狀美金利率（年息）,,2023-10-01,8.9,pct_pa,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-買進,,2023-11-01,31.2,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-賣出,,2023-11-01,31.3,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行間收盤匯率,,2023-11-01,31.26,TWD per USD,2026-08-27
EG51M01,美元即期匯率-日平均,,2023-11-01,31.925,TWD per USD,2026-08-27
EG51M01,遠期信用狀美金利率（年息）,,2023-11-01,8.9,pct_pa,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-買進,,2023-12-01,30.66,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-賣出,,2023-12-01,30.76,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行間收盤匯率,,2023-12-01,30.735,TWD per USD,2026-08-27
EG51M01,美元即期匯率-日平均,,2023-12-01,31.282,TWD per USD,2026-08-27
EG51M01,遠期信用狀美金利率（年息）,,2023-12-01,8.9,pct_pa,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-買進,,2024-01-01,31.24,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-賣出,,2024-01-01,31.34,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行間收盤匯率,,2024-01-01,31.301,TWD per USD,2026-08-27
EG51M01,美元即期匯率-日平均,,2024-01-01,31.221,TWD per USD,2026-08-27
EG51M01,遠期信用狀美金利率（年息）,,2024-01-01,8.9,pct_pa,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-買進,,2024-02-01,31.53,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-賣出,,2024-02-01,31.63,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行間收盤匯率,,2024-02-01,31.577,TWD per USD,2026-08-27
EG51M01,美元即期匯率-日平均,,2024-02-01,31.437,TWD per USD,2026-08-27
EG51M01,遠期信用狀美金利率（年息）,,2024-02-01,8.9,pct_pa,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-買進,,2024-03-01,31.95,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-賣出,,2024-03-01,32.05,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行間收盤匯率,,2024-03-01,31.99,TWD per USD,2026-08-27
EG51M01,美元即期匯率-日平均,,2024-03-01,31.688,TWD per USD,2026-08-27
EG51M01,遠期信用狀美金利率（年息）,,2024-03-01,8.9,pct_pa,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-買進,,2024-04-01,32.5,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-賣出,,2024-04-01,32.6,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行間收盤匯率,,2024-04-01,32.542,TWD per USD,2026-08-27
EG51M01,美元即期匯率-日平均,,2024-04-01,32.352,TWD per USD,2026-08-27
EG51M01,遠期信用狀美金利率（年息）,,2024-04-01,8.9,pct_pa,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-買進,,2024-05-01,32.36,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-賣出,,2024-05-01,32.46,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行間收盤匯率,,2024-05-01,32.42,TWD per USD,2026-08-27
EG51M01,美元即期匯率-日平均,,2024-05-01,32.325,TWD per USD,2026-08-27
EG51M01,遠期信用狀美金利率（年息）,,2024-05-01,8.9,pct_pa,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-買進,,2024-06-01,32.4,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-賣出,,2024-06-01,32.5,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行間收盤匯率,,2024-06-01,32.45,TWD per USD,2026-08-27
EG51M01,美元即期匯率-日平均,,2024-06-01,32.386,TWD per USD,2026-08-27
EG51M01,遠期信用狀美金利率（年息）,,2024-06-01,8.9,pct_pa,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-買進,,2024-07-01,32.79,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-賣出,,2024-07-01,32.89,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行間收盤匯率,,2024-07-01,32.836,TWD per USD,2026-08-27
EG51M01,美元即期匯率-日平均,,2024-07-01,32.65,TWD per USD,2026-08-27
EG51M01,遠期信用狀美金利率（年息）,,2024-07-01,8.9,pct_pa,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-買進,,2024-08-01,31.91,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-賣出,,2024-08-01,32.01,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行間收盤匯率,,2024-08-01,31.94,TWD per USD,2026-08-27
EG51M01,美元即期匯率-日平均,,2024-08-01,32.266,TWD per USD,2026-08-27
EG51M01,遠期信用狀美金利率（年息）,,2024-08-01,8.9,pct_pa,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-買進,,2024-09-01,31.6,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-賣出,,2024-09-01,31.7,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行間收盤匯率,,2024-09-01,31.651,TWD per USD,2026-08-27
EG51M01,美元即期匯率-日平均,,2024-09-01,31.976,TWD per USD,2026-08-27
EG51M01,遠期信用狀美金利率（年息）,,2024-09-01,8.6,pct_pa,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-買進,,2024-10-01,31.98,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行與顧客間交易匯率-賣出,,2024-10-01,32.08,TWD per USD,2026-08-27
EG51M01,美元即期匯率-銀行間收盤匯率,,2024-10-01,32.031,TWD per USD,2026-08-27
EG51M01,美元即期匯率-日平均,,2024-10-01,32.093,TWD per USD,2026-08-27
