basis,flows_are_ytd,foreign_investments,obs_month,reporting_channel,retrieved_at,source_doc,source_id,source_note,source_url,total_assets,vintage
disclosed,False,22652919,2024-09-01,ib_indicators,2026-09-04T05:01:16.089517+00:00,保險局 113年9月保險市場重要指標 表17-1 人身保險業資金運用表 (p.22; current column 2024/09),113-09,FSC-basis 國外投資 from the Bureau's monthly key-indicators table; 2025-on figures unaudited per the table's own note.,https://www.ib.gov.tw/uploaddowndoc?file=statistics/202412251404180.pdf&filedisplay=113年9月重要指標_Value.pdf&flag=doc,36232832,2024-12-25
disclosed,False,22688705,2024-10-01,ib_indicators,2026-09-04T05:01:16.089517+00:00,保險局 113年10月保險市場重要指標 表17-1 人身保險業資金運用表 (p.22; current column 2024/10),113-10,FSC-basis 國外投資 from the Bureau's monthly key-indicators table; 2025-on figures unaudited per the table's own note.,https://www.ib.gov.tw/uploaddowndoc?file=statistics/202412251405140.pdf&filedisplay=113年10月重要指標_Value.pdf&flag=doc,36322389,2024-12-25
disclosed,False,22993761,2024-11-01,ib_indicators,2026-09-04T05:01:16.089517+00:00,保險局 113年11月保險市場重要指標 表17-1 人身保險業資金運用表 (p.22; current column 2024/11),113-11,FSC-basis 國外投資 from the Bureau's monthly key-indicators table; 2025-on figures unaudited per the table's own note.,https://www.ib.gov.tw/uploaddowndoc?file=statistics/202502061650440.pdf&filedisplay=113年11月重要指標_Value.pdf&flag=doc,36684033,2025-02-06
disclosed,False,23025601,2024-12-01,ib_indicators,2026-09-04T05:01:16.089517+00:00,保險局 113年12月保險市場重要指標 表17-1 人身保險業資金運用表 (p.22; current column year-end),113-12,FSC-basis 國外投資 from the Bureau's monthly key-indicators table; 2025-on figures unaudited per the table's own note.,https://www.ib.gov.tw/uploaddowndoc?file=statistics/202502261138320.pdf&filedisplay=113年12月重要指標_Value.pdf&flag=doc,36900485,2025-02-26
disclosed,False,23088780,2025-01-01,ib_indicators,2026-09-04T05:01:16.089517+00:00,保險局 114年1月保險市場重要指標 表17-1 人身保險業資金運用表 (p.22; current column 2025/01),114-01,FSC-basis 國外投資 from the Bureau's monthly key-indicators table; 2025-on figures unaudited per the table's own note.,https://www.ib.gov.tw/uploaddowndoc?file=statistics/202503251115240.pdf&filedisplay=114年1月重要指標_Value.pdf&flag=doc,36867223,2025-03-25
disclosed,False,23221536,2025-02-01,ib_indicators,2026-09-04T05:01:16.089517+00:00,保險局 114年2月保險市場重要指標 表17-1 人身保險業資金運用表 (p.22; current column 2025/02),114-02,FSC-basis 國外投資 from the Bureau's monthly key-indicators table; 2025-on figures unaudited per the table's own note.,https://www.ib.gov.tw/uploaddowndoc?file=statistics/202504251043270.pdf&filedisplay=114年2月重要指標_Value.pdf&flag=doc,37011386,2025-04-25
disclosed,False,23280722,2025-03-01,ib_indicators,2026-09-04T05:01:16.089517+00:00,保險局 114年3月保險市場重要指標 表17-1 人身保險業資金運用表 (p.22; current column 2025/03),114-03,FSC-basis 國外投資 from the Bureau's monthly key-indicators table; 2025-on figures unaudited per the table's own note.,https://www.ib.gov.tw/uploaddowndoc?file=statistics/202505260858010.pdf&filedisplay=114年3月重要指標_Value.pdf&flag=doc,36954088,2025-05-26
disclosed,False,22656992,2025-04-01,ib_indicators,2026-09-04T05:01:16.089517+00:00,保險局 114年4月保險市場重要指標 表17-1 人身保險業資金運用表 (p.22; current column 2025/04),114-04,FSC-basis 國外投資 from the Bureau's monthly key-indicators table; 2025-on figures unaudited per the table's own note.,https://www.ib.gov.tw/uploaddowndoc?file=statistics/202506241556380.pdf&filedisplay=114年4月重要指標_Value.pdf&flag=doc,36067499,2025-06-24
disclosed,False,21687492,2025-05-01,ib_indicators,2026-09-04T05:01:16.089517+00:00,保險局 114年5月保險市場重要指標 表17-1 人身保險業資金運用表 (p.22; current column 2025/05),114-05,FSC-basis 國外投資 from the Bureau's monthly key-indicators table; 2025-on figures unaudited per the table's own note.,https://www.ib.gov.tw/uploaddowndoc?file=statistics/202507311648230.pdf&filedisplay=114年5月重要指標_Value.pdf&flag=doc,35332560,2025-07-31
disclosed,False,21663827,2025-06-01,ib_indicators,2026-09-04T05:01:16.089517+00:00,保險局 114年6月保險市場重要指標 表17-1 人身保險業資金運用表 (p.22; current column 2025/06),114-06,FSC-basis 國外投資 from the Bureau's monthly key-indicators table; 2025-on figures unaudited per the table's own note.,https://www.ib.gov.tw/uploaddowndoc?file=statistics/202509021019270.pdf&filedisplay=202506_Value.pdf&flag=doc,35643827,2025-09-02
disclosed,False,21591344,2025-07-01,ib_indicators,2026-09-04T05:01:16.089517+00:00,保險局 114年7月保險市場重要指標 表17-1 人身保險業資金運用表 (p.22; current column 2025/07),114-07,FSC-basis 國外投資 from the Bureau's monthly key-indicators table; 2025-on figures unaudited per the table's own note.,https://www.ib.gov.tw/uploaddowndoc?file=statistics/202509301032250.pdf&filedisplay=114年7月重要指標_Value.pdf&flag=doc,35772250,2025-09-30
disclosed,False,22067038,2025-08-01,ib_indicators,2026-09-04T05:01:16.089517+00:00,保險局 114年8月保險市場重要指標 表17-1 人身保險業資金運用表 (p.22; current column 2025/08),114-08,FSC-basis 國外投資 from the Bureau's monthly key-indicators table; 2025-on figures unaudited per the table's own note.,https://www.ib.gov.tw/uploaddowndoc?file=statistics/202510310932420.pdf&filedisplay=114年8月重要指標_Value.pdf&flag=doc,36392855,2025-10-31
disclosed,False,22075370,2025-09-01,ib_indicators,2026-09-04T05:01:16.089517+00:00,保險局 114年9月保險市場重要指標 表17-1 人身保險業資金運用表 (p.22; current column 2025/09),114-09,FSC-basis 國外投資 from the Bureau's monthly key-indicators table; 2025-on figures unaudited per the table's own note.,https://www.ib.gov.tw/uploaddowndoc?file=statistics/202511281513290.pdf&filedisplay=114年9月重要指標_Value.pdf&flag=doc,36606619,2025-11-28
disclosed,False,22307639,2025-10-01,ib_indicators,2026-09-04T05:01:16.089517+00:00,保險局 114年10月保險市場重要指標 表17-1 人身保險業資金運用表 (p.22; current column 2025/10),114-10,FSC-basis 國外投資 from the Bureau's monthly key-indicators table; 2025-on figures unaudited per the table's own note.,https://www.ib.gov.tw/uploaddowndoc?file=statistics/202512231337550.pdf&filedisplay=114年10月重要指標_Value.pdf&flag=doc,37032575,2025-12-23
disclosed,False,22699549,2025-11-01,ib_indicators,2026-09-04T05:01:16.089517+00:00,保險局 114年11月保險市場重要指標 表17-1 人身保險業資金運用表 (p.22; current column 2025/11),114-11,FSC-basis 國外投資 from the Bureau's monthly key-indicators table; 2025-on figures unaudited per the table's own note.,https://www.ib.gov.tw/uploaddowndoc?file=statistics/202601280933300.pdf&filedisplay=114年11月重要指標_Value.pdf&flag=doc,37494888,2026-01-28
disclosed,False,22767215,2025-12-01,ib_indicators,2026-09-04T05:01:16.089517+00:00,保險局 114年12月保險市場重要指標 表17-1 人身保險業資金運用表 (p.20; current column year-end),114-12,FSC-basis 國外投資 from the Bureau's monthly key-indicators table; 2025-on figures unaudited per the table's own note.,https://www.ib.gov.tw/uploaddowndoc?file=statistics/202603261513210.pdf&filedisplay=11412.pdf&flag=doc,37679712,2026-03-26
disclosed,False,21934383,2026-01-01,ib_indicators,2026-09-04T05:01:16.089517+00:00,保險局 115年1月保險市場重要指標 表17-1 人身保險業資金運用表 (p.21; current column 2026/01),115-01,FSC-basis 國外投資 from the Bureau's monthly key-indicators table; 2025-on figures unaudited per the table's own note.,https://www.ib.gov.tw/uploaddowndoc?file=statistics/202607171404420.pdf&filedisplay=11501IFRS17.pdf&flag=doc,37356990,2026-07-17
disclosed,False,22022640,2026-02-01,ib_indicators,2026-09-04T05:01:16.089517+00:00,保險局 115年2月保險市場重要指標 表17-1 人身保險業資金運用表 (p.21; current column 2026/02),115-02,FSC-basis 國外投資 from the Bureau's monthly key-indicators table; 2025-on figures unaudited per the table's own note.,https://www.ib.gov.tw/uploaddowndoc?file=statistics/202607171406240.pdf&filedisplay=11502IFRS17.pdf&flag=doc,37626069,2026-07-17
disclosed,False,22035669,2026-03-01,ib_indicators,2026-09-04T05:01:16.089517+00:00,保險局 115年3月保險市場重要指標 表17-1 人身保險業資金運用表 (p.21; current column 2026/03),115-03,FSC-basis 國外投資 from the Bureau's monthly key-indicators table; 2025-on figures unaudited per the table's own note.,https://www.ib.gov.tw/uploaddowndoc?file=statistics/202607171407470.pdf&filedisplay=11503IFRS17.pdf&flag=doc,37298263,2026-07-17
disclosed,False,22194693,2026-04-01,ib_indicators,2026-09-04T05:01:16.089517+00:00,保險局 115年4月保險市場重要指標 表17-1 人身保險業資金運用表 (p.21; current column 2026/04),115-04,FSC-basis 國外投資 from the Bureau's monthly key-indicators table; 2025-on figures unaudited per the table's own note.,https://www.ib.gov.tw/uploaddowndoc?file=statistics/202607171409110.pdf&filedisplay=11504IFRS17.pdf&flag=doc,38216559,2026-07-17
