obs_month,net_yen_bn,rolling12_yen_bn,source_url,source_doc,vintage
2014-01,-363.2,-622.5,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2014-02,48.8,-297.4,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2014-03,130.6,-82.0,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2014-04,633.3,113.4,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2014-05,256.1,480.6,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2014-06,409.2,1107.9,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2014-07,974.1,2106.7,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2014-08,363.5,2621.8,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2014-09,653.0,3271.6,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2014-10,46.3,3463.9,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2014-11,-172.3,3264.2,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2014-12,-809.0,2170.4,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2015-01,120.6,2654.2,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2015-02,-128.5,2476.9,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2015-03,-566.9,1779.4,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2015-04,759.3,1905.4,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2015-05,781.4,2430.7,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2015-06,-3.5,2018.0,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2015-07,137.0,1180.9,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2015-08,-11.3,806.1,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2015-09,228.2,381.3,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2015-10,479.0,814.0,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2015-11,403.2,1389.5,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2015-12,264.9,2463.4,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2016-01,66.3,2409.1,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2016-02,1004.0,3541.6,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2016-03,1415.3,5523.8,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2016-04,982.0,5746.5,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2016-05,870.1,5835.2,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2016-06,1056.2,6894.9,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2016-07,2037.8,8795.7,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2016-08,1066.9,9873.9,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2016-09,858.1,10503.8,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2016-10,936.4,10961.2,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2016-11,195.0,10753.0,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2016-12,-239.1,10249.0,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2017-01,159.8,10342.5,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2017-02,-95.5,9243.0,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2017-03,-89.0,7738.7,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2017-04,330.8,7087.5,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2017-05,101.6,6319.0,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2017-06,192.5,5455.3,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2017-07,678.0,4095.5,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2017-08,-7.5,3021.1,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2017-09,475.2,2638.2,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2017-10,420.4,2122.2,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2017-11,-233.6,1693.6,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2017-12,-123.5,1809.2,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2018-01,1049.8,2699.2,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2018-02,-222.5,2572.2,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2018-03,764.4,3425.6,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2018-04,1051.0,4145.8,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2018-05,146.9,4191.1,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2018-06,-196.3,3802.3,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2018-07,126.8,3251.1,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2018-08,164.0,3422.6,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2018-09,367.3,3314.7,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2018-10,-328.0,2566.3,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2018-11,-350.7,2449.2,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2018-12,-228.2,2344.5,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2019-01,259.3,1554.0,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2019-02,249.6,2026.1,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2019-03,-107.0,1154.7,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2019-04,521.9,625.6,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2019-05,559.8,1038.5,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2019-06,1210.6,2445.4,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2019-07,62.0,2380.6,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2019-08,-32.5,2184.1,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2019-09,204.8,2021.6,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2019-10,434.6,2784.2,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2019-11,-220.0,2914.9,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2019-12,-451.1,2692.0,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2020-01,-356.4,2076.3,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2020-02,-198.9,1627.8,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2020-03,-832.2,902.6,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2020-04,356.8,737.5,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2020-05,302.8,480.5,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2020-06,521.0,-209.1,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2020-07,-60.6,-331.7,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2020-08,-65.1,-364.3,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2020-09,-788.8,-1357.9,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2020-10,-317.3,-2109.8,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2020-11,-216.8,-2106.6,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2020-12,-199.4,-1854.9,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2021-01,-89.5,-1588.0,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2021-02,-305.3,-1694.4,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2021-03,-306.6,-1168.8,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2021-04,22.0,-1503.6,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2021-05,-254.3,-2060.7,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2021-06,-48.0,-2629.7,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2021-07,116.7,-2452.4,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2021-08,173.6,-2213.7,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2021-09,253.1,-1171.8,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2021-10,126.8,-727.7,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2021-11,-33.6,-544.5,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2021-12,-409.2,-754.3,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2022-01,116.3,-548.5,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2022-02,31.4,-211.8,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2022-03,-463.7,-368.9,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2022-04,-434.4,-825.3,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2022-05,-517.7,-1088.7,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2022-06,-809.9,-1850.6,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2022-07,-1562.2,-3529.5,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2022-08,-1091.2,-4794.3,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2022-09,-1078.5,-6125.9,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2022-10,-1480.6,-7733.3,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2022-11,-1926.9,-9626.6,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2022-12,-2246.6,-11464.0,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2023-01,-1108.8,-12689.1,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2023-02,-384.6,-13105.1,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2023-03,12.3,-12629.1,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2023-04,62.9,-12131.8,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2023-05,-56.0,-11670.1,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2023-06,-52.3,-10912.5,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2023-07,-65.1,-9415.4,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2023-08,231.8,-8092.4,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
2023-09,-171.9,-7185.8,https://www.mof.go.jp/policy/international_policy/reference/itn_transactions_in_securities/monthb3.csv,"MOF, Purchases and Sales of Foreign Securities by Residents by Types of Investors (Long-term debt securities), 生命保険会社, net","September 8, 2026"
